,M76STMFLOW,M76CHWTONS,M76TFRARealPower,M76TFRBRealPower,M76TFRCRealPower,M76TFRDRealPower,TMP F,TMP C
5/19/2019 3:00,4619.447754,236.7656708,117.7398071,415.9415894,174.6114807,243.0958252,13.9,57.02
5/19/2019 4:00,4848.997559,224.3899841,119.480484,408.6604309,174.1291809,244.2686615,13.3,55.94
5/19/2019 5:00,4896.924316,210.9235229,117.9542007,411.9396667,173.5741272,239.3844299,12.2,53.96
5/19/2019 6:00,5553.878418,203.7857819,119.8365326,391.7845154,174.3759003,245.4953308,11.7,53.06
5/19/2019 7:00,4640.444824,256.2536316,118.9485016,408.9227295,178.2435913,243.1408386,12.8,55.04
5/19/2019 8:00,4340.798828,382.7344971,131.8522949,431.9733276,179.1255798,248.261673,12.2,53.96
5/19/2019 9:00,4486.541504,393.6109009,144.0067749,434.8017578,177.9915924,254.9006653,12.2,53.96
5/19/2019 10:00,4921.318848,409.134552,141.6111145,462.9153137,179.8200684,264.4049988,12.8,55.04
5/19/2019 11:00,4601.175781,407.9380188,141.6398926,456.6734924,178.3094177,269.7321777,12.8,55.04
5/19/2019 12:00,5044.000977,367.6423035,152.2193909,453.6264038,182.0921326,253.3771515,13.9,57.02
5/19/2019 13:00,5059.006348,307.6607361,157.1089478,466.7571106,184.542099,259.5481262,15,59
5/19/2019 14:00,4455.908691,464.0067139,153.0685577,464.0887451,183.2659607,256.0723877,17.2,62.96
5/19/2019 15:00,3695.870361,532.2568359,152.3126678,456.1870728,192.9219055,259.282135,17.2,62.96
5/19/2019 16:00,4521.183594,654.4588013,157.0634003,472.215332,185.481308,264.3825073,17.8,64.04
5/19/2019 17:00,3741.34668,753.5175171,163.7365417,469.0907898,186.7702332,259.7282104,15,59
5/19/2019 18:00,3572.039795,698.40979,161.1195831,444.3837585,186.3309021,258.8731995,15,59
5/19/2019 19:00,4743.183105,635.2154541,151.1495819,454.140686,187.5717926,258.8992004,17.8,64.04
5/19/2019 20:00,3961.31543,616.496582,141.0458984,454.5257568,185.6148834,252.0613251,20.6,69.08
5/19/2019 21:00,4305.883789,628.4229736,135.0680695,464.7901001,184.5922241,255.9024048,22.8,73.04
5/19/2019 22:00,4449.027344,675.6467896,133.6098785,449.0408325,183.5591278,257.9813232,22.2,71.96
5/19/2019 23:00,4388.333008,723.1974487,134.890152,432.3328857,179.1954041,249.646225,21.1,69.98
5/20/2019 0:00,4725.012207,772.7770386,127.5432663,420.79953,177.2634277,253.165802,19.4,66.92
5/20/2019 1:00,4696.794922,819.4213257,128.6114197,423.3079834,177.7978821,249.3349915,18.9,66.02
5/20/2019 2:00,4019.69751,875.4431152,116.8794785,408.93573,181.1799622,250.4755402,18.9,66.02
5/20/2019 3:00,4617.541504,1022.625305,118.5440369,416.7770386,181.0892639,244.8312531,18.9,66.02
5/20/2019 4:00,4861.432617,1042.483398,122.6678314,422.0836487,178.191803,245.9854431,18.9,66.02
5/20/2019 5:00,5186.603516,940.6338501,116.8881912,423.8108826,178.1406403,248.7806091,18.9,66.02
5/20/2019 6:00,4446.758301,936.1025391,123.839592,404.3759155,178.4273834,248.0598602,19.4,66.92
5/20/2019 7:00,5379.45459,908.116394,135.6758881,490.8866882,184.5372162,274.769989,19.4,66.92
5/20/2019 8:00,4680.735352,913.4735107,170.949234,502.1543274,182.8100128,346.0175171,19.4,66.92
5/20/2019 9:00,6495.643555,992.9876099,190.836319,527.1539917,189.2876587,331.3232422,20,68
5/20/2019 10:00,5016.110352,1136.82251,200.3429871,542.9002686,188.6109009,338.4088135,20,68
5/20/2019 11:00,6271.005859,1227.681152,206.2816315,557.8009033,191.2140503,336.3605042,19.4,66.92
5/20/2019 12:00,5707.10791,1332.534546,224.0364532,555.0147095,200.7252502,347.8191528,20,68
5/20/2019 13:00,6580.147461,1386.04895,207.2379608,570.6621094,204.7617798,337.094635,20.6,69.08
5/20/2019 14:00,4846.163574,1370.327148,206.5014801,538.5379028,197.3432159,334.9052734,20.6,69.08
5/20/2019 15:00,4141.477539,1238.4646,209.6284332,547.2546997,194.0861359,311.1155396,22.2,71.96
5/20/2019 16:00,4226.13623,1260.10083,198.8194122,548.6571045,158.1842957,259.3612061,25,77
5/20/2019 17:00,3130.54248,1361.863892,194.1960449,522.6467285,190.6021576,264.337677,26.7,80.06
5/20/2019 18:00,3861.979736,1326.967529,180.4803162,517.3291016,189.7325439,259.0730591,26.1,78.98
5/20/2019 19:00,3313.136963,1159.890869,178.1343079,511.2677917,192.109848,260.9094543,29.4,84.92
5/20/2019 20:00,3504.022705,1279.410278,150.8550262,503.2094116,193.122345,262.2958069,30,86
5/20/2019 21:00,3344.368652,1315.78125,151.2914429,483.0900879,188.8438721,256.6566772,30,86
5/20/2019 22:00,3706.085205,1139.50708,144.6580811,453.1586914,182.9246979,257.2037659,27.8,82.04
5/20/2019 23:00,4214.774902,1186.546509,136.2514343,455.0672302,179.7133636,256.5081482,27.8,82.04
5/21/2019 0:00,4461.919434,826.0449219,138.3254852,469.2850647,178.5842896,262.8601074,23.9,75.02
5/21/2019 1:00,4452.191895,474.8451843,128.3268127,431.6976013,180.3981934,249.8272095,23.3,73.94
5/21/2019 2:00,3864.609131,462.1245422,129.0538177,434.6629333,177.8519287,250.9181824,22.8,73.04
5/21/2019 3:00,4236.92627,398.094696,121.6909714,412.8730774,176.2663574,258.2215576,22.2,71.96
5/21/2019 4:00,4359.223145,372.8882446,121.5625992,415.2337952,175.0548401,245.4403839,23.3,73.94
5/21/2019 5:00,5096.82373,281.6104736,122.9122467,440.0506287,176.0452423,246.065094,22.8,73.04
5/21/2019 6:00,5339.186523,278.8674011,124.9487381,439.1304016,178.3234711,251.4085846,21.1,69.98
5/21/2019 7:00,7140.447266,283.8355408,131.0931702,486.5559998,176.0935669,332.7140503,20,68
5/21/2019 8:00,9470.56543,326.4520264,169.7584534,505.7843933,176.9487762,336.8358765,17.8,64.04
5/21/2019 9:00,6176.134277,357.1622314,192.7733765,516.1026611,184.7445221,334.9820251,16.7,62.06
5/21/2019 10:00,6428.605957,386.6139832,213.0283813,538.6375732,187.8185883,333.4483337,15,59
5/21/2019 11:00,5259.84375,422.5612183,211.2449951,571.6095581,193.1071014,340.2666016,14.4,57.92
5/21/2019 12:00,6296.000977,399.183075,215.4516907,571.4222412,209.2756805,337.1932678,15.6,60.08
5/21/2019 13:00,5256.918945,453.9627991,216.8331757,567.3916626,194.2245178,335.4892578,16.7,62.06
5/21/2019 14:00,5361.495117,531.5514526,208.4507751,547.1270752,168.0649261,336.5885315,17.2,62.96
5/21/2019 15:00,4320.085938,493.5108337,202.5987549,540.3214111,172.1183319,309.4915771,18.3,64.94
5/21/2019 16:00,4282.158203,554.2319946,200.6905823,545.8356323,189.1232452,312.3870544,18.3,64.94
5/21/2019 17:00,4404.618164,504.7106934,193.3342285,525.3604126,166.9288635,307.3552856,19.4,66.92
5/21/2019 18:00,4683.345703,486.5014954,189.6390839,523.9828491,183.0169525,301.0223389,20.6,69.08
5/21/2019 19:00,4964.615234,450.367981,177.3845825,498.2691345,187.2275391,302.2724609,20.6,69.08
5/21/2019 20:00,5121.176758,410.694519,152.643631,499.061554,182.6910858,304.79245,21.7,71.06
5/21/2019 21:00,5790.514648,411.9168396,157.3490906,482.5589294,185.6718445,299.4304504,21.7,71.06
5/21/2019 22:00,4804.12207,372.8239441,148.6204224,475.5827942,188.1906281,297.1546326,20.6,69.08
5/21/2019 23:00,4924.712891,370.571106,130.7244568,473.6070862,182.349411,302.9511108,19.4,66.92
5/22/2019 0:00,5810.910156,306.1185913,133.0836182,431.2360535,174.7238159,305.2098083,18.9,66.02
5/22/2019 1:00,5420.270508,309.8684692,127.4682007,439.5663147,173.6660767,296.1142273,18.3,64.94
5/22/2019 2:00,5170.62207,268.7120056,128.1109772,440.3177795,178.6859131,293.0985413,17.2,62.96
5/22/2019 3:00,5356.57666,277.1242065,120.6171188,420.0152283,175.5117493,295.8948364,16.7,62.06
5/22/2019 4:00,5231.573242,241.3275757,118.8889313,409.2670288,179.8070068,259.6842346,16.1,60.98
5/22/2019 5:00,5646.378418,228.8870392,123.1234283,427.5840759,177.9626923,245.9619141,15.6,60.08
5/22/2019 6:00,5312.151367,199.8452606,134.3283539,432.8384094,178.1667328,246.0243988,15,59
5/22/2019 7:00,6935.412598,217.1606903,132.7640228,488.8144226,184.0653687,325.0110779,15,59
5/22/2019 8:00,6823.379883,247.0891876,167.3136749,480.5174561,175.5515594,306.6994324,14.4,57.92
5/22/2019 9:00,6328.336914,320.629425,188.8110352,521.4525146,191.7044525,333.138916,13.9,57.02
5/22/2019 10:00,6309.23584,358.3024292,196.5605469,541.9591064,182.3856354,334.8130188,13.3,55.94
5/22/2019 11:00,6785.996094,371.6118164,206.1068878,547.7113647,206.3870239,337.4302979,13.3,55.94
5/22/2019 12:00,4180.742188,407.3311157,215.5330811,549.2171021,187.442276,336.7821655,13.9,57.02
5/22/2019 13:00,5954.998047,453.1079102,205.6361847,549.1712036,188.2880402,287.8869629,15,59
5/22/2019 14:00,6447.106445,498.7136536,211.5511169,575.9993896,190.2046814,337.1514893,16.1,60.98
5/22/2019 15:00,5070.233398,400.1026611,216.0575409,561.5129395,207.4621429,334.0206299,16.7,62.06
5/22/2019 16:00,4930.705078,368.2047119,203.6725006,545.3207397,177.6092987,293.2485046,17.8,64.04
5/22/2019 17:00,4104.10498,373.5042725,203.5774384,541.9815063,184.052536,284.6459656,19.4,66.92
5/22/2019 18:00,4856.368164,374.801239,189.32724,512.0960693,195.9895782,282.6043701,20,68
5/22/2019 19:00,4450.838379,379.3134155,177.6951447,509.1400757,185.6698151,281.6025085,17,62.6
5/22/2019 20:00,5185.963867,385.9902344,164.7548981,510.1470947,188.0163269,277.0978699,16.1,60.98
5/22/2019 21:00,4760.509277,335.4151611,162.0549469,492.8669739,180.1612701,280.4307556,15.6,60.08
5/22/2019 22:00,5162.490234,298.0365601,157.0005035,454.5510559,186.77388,274.8923645,16.7,62.06
5/22/2019 23:00,5128.525879,279.0354614,143.3980255,446.0803528,181.7062378,272.2644348,15.6,60.08
5/23/2019 0:00,4995.147949,216.8111725,139.4296417,445.5883789,182.1065979,267.9247437,15.6,60.08
5/23/2019 1:00,4333.213379,234.7215424,130.7329407,446.780426,175.5573883,268.0760498,15,59
5/23/2019 2:00,4944.975098,182.7519836,131.7154999,442.7463989,176.1146851,268.7257996,14.4,57.92
5/23/2019 3:00,4655.652344,218.1766205,125.0410309,414.1260681,176.589035,264.1243591,13.9,57.02
5/23/2019 4:00,5211.47168,219.9288177,119.3046417,426.3583984,179.2503204,265.3857422,13.3,55.94
5/23/2019 5:00,5022.140625,228.562973,120.7714233,406.7450867,181.1045837,264.2654724,12.8,55.04
5/23/2019 6:00,7369.835938,253.5082245,128.1411896,425.7895813,176.7642365,273.2716064,12.2,53.96
5/23/2019 7:00,6218.024414,250.9876862,148.8942566,478.7288818,177.3220673,277.698822,11.7,53.06
5/23/2019 8:00,6321.771484,320.3205566,175.8892517,501.9616699,203.1098328,288.1447144,12.8,55.04
5/23/2019 9:00,5335.368164,372.1842041,190.5962067,556.8237305,193.2931519,286.4532471,12.8,55.04
5/23/2019 10:00,4906.35791,456.9774475,225.4364166,550.3155518,199.5138245,341.5124207,13.3,55.94
5/23/2019 11:00,4918.099609,448.0527649,223.1902924,575.3322144,188.1681519,350.7804871,13.3,55.94
5/23/2019 12:00,5606.351563,493.467041,213.4580536,557.5098267,188.9715424,339.9625854,13.9,57.02
5/23/2019 13:00,5020.870117,550.3106079,214.7762451,558.0790405,191.5681458,340.3407898,15,59
5/23/2019 14:00,4974.859863,529.5511475,214.0616913,561.9824829,176.049408,334.9701538,16.7,62.06
5/23/2019 15:00,4842.418945,577.5961304,207.5589447,561.0554199,185.5546112,273.0382385,18.9,66.02
5/23/2019 16:00,4208.674805,578.5916138,218.9465332,548.0564575,186.2291718,265.8717041,17.8,64.04
5/23/2019 17:00,4021.377441,529.7348633,194.7645721,539.5003052,201.8165588,281.596344,19.4,66.92
5/23/2019 18:00,4821.504395,471.7529297,180.65065,514.6532593,183.65271,263.4073181,20,68
5/23/2019 19:00,4347.447754,471.8111877,172.9477692,507.9784241,192.2877045,260.5752869,20,68
5/23/2019 20:00,4366.072754,445.9171753,153.9801483,493.108429,185.2902374,260.1901855,21.1,69.98
5/23/2019 21:00,4724.40918,510.1705627,147.7181091,471.3371887,195.8899384,254.0409088,20,68
5/23/2019 22:00,4856.636719,475.837616,140.294632,471.6368713,185.8800049,255.8114014,18.3,64.94
5/23/2019 23:00,3787.062988,543.9801025,135.9079742,467.2614441,185.3961945,257.3068542,17.8,64.04
5/24/2019 0:00,4872.950195,586.7011719,137.392395,454.6516418,179.0387421,254.8861542,17.2,62.96
5/24/2019 1:00,4433.206055,631.1915283,127.2357788,446.6004944,178.2472992,255.6563263,16.7,62.06
5/24/2019 2:00,4891.222656,645.5621948,128.3787384,427.9944458,181.4334259,251.2108765,16.1,60.98
5/24/2019 3:00,5001.67627,630.7380371,119.8377838,423.3761292,179.1322327,247.9305115,16.1,60.98
5/24/2019 4:00,4434.348633,618.2246704,119.8290863,403.066925,178.8738098,265.0334778,16.7,62.06
5/24/2019 5:00,4285.07959,533.9981689,116.8587341,417.9427185,176.9017487,247.6941833,16.7,62.06
5/24/2019 6:00,6782.581543,466.1574402,128.7181549,458.5809937,176.8482208,251.1859741,16.7,62.06
5/24/2019 7:00,6387.149902,411.4030457,132.7250977,490.2746887,184.7752686,324.4732666,17.8,64.04
5/24/2019 8:00,5975.068848,453.9900818,165.9347382,506.6447144,182.2040863,332.5091248,17.8,64.04
5/24/2019 9:00,5195.187012,518.4846191,187.0817413,527.2716675,192.4686279,331.5508423,17.8,64.04
5/24/2019 10:00,5518.509277,519.6931763,202.639801,538.0997314,199.9453278,337.0778198,18.3,64.94
5/24/2019 11:00,5633.07666,544.7770386,203.6738892,567.2125244,203.1837006,336.8448181,17.8,64.04
5/24/2019 12:00,5600.226074,551.9438477,210.4212799,542.0556641,183.9452972,335.474823,18.3,64.94
5/24/2019 13:00,3751.099854,554.0800171,203.8638153,536.9068604,218.7596588,261.2888794,19.4,66.92
5/24/2019 14:00,4075.496826,552.0837402,197.0735779,535.0071411,160.4404449,313.6523132,20.6,69.08
5/24/2019 15:00,4287.207031,566.6217651,198.610321,539.5901489,193.3845673,316.0661621,21.1,69.98
5/24/2019 16:00,4467.154297,467.5742493,199.9876709,529.2044067,185.2477264,315.2541504,21.7,71.06
5/24/2019 17:00,4063.543701,449.7272644,180.2871857,521.3015747,187.950592,318.3655396,21.7,71.06
5/24/2019 18:00,5182.487305,450.894104,184.706131,502.1150818,184.2241058,314.8577271,22.2,71.96
5/24/2019 19:00,4812.486328,370.4150085,172.151413,503.2565918,183.052536,309.2650146,21.7,71.06
5/24/2019 20:00,4883.57373,370.0394592,161.7924347,471.7242432,184.9695282,312.800415,17.2,62.96
5/24/2019 21:00,4704.937988,324.3861694,144.1967773,471.0522766,188.0244293,308.083313,17.8,64.04
5/24/2019 22:00,5290.071777,244.083847,141.2850342,456.343689,175.8673248,305.0395508,18.3,64.94
5/24/2019 23:00,4764.866699,241.8537903,139.4850159,451.0126343,180.9242096,306.5201111,17.2,62.96
5/25/2019 0:00,4747.749023,218.8637238,133.166214,437.0916443,187.6222992,301.7685547,15.6,60.08
5/25/2019 1:00,5093.131348,220.280304,124.7513809,440.8991699,179.5786133,306.6739502,14.4,57.92
5/25/2019 2:00,5076.138672,189.7944031,123.8349533,449.5203552,177.562088,297.1560059,14.4,57.92
5/25/2019 3:00,5450.42334,177.2936249,114.3743515,410.8751526,174.6832886,296.9541016,12.2,53.96
5/25/2019 4:00,4681.543457,188.4371033,118.0101395,422.6482849,174.2894135,242.4794922,12.2,53.96
5/25/2019 5:00,4906.09668,168.1815796,116.359314,432.2273865,177.2800598,238.7768555,11.7,53.06
5/25/2019 6:00,4590.120117,180.0497894,120.9743423,412.8085327,174.5912933,246.8638153,11.7,53.06
5/25/2019 7:00,4925.302246,224.7675018,117.6947861,431.6373596,175.2850494,246.6164856,11.7,53.06
5/25/2019 8:00,4353.922852,285.6357422,133.1007843,428.1721802,182.4116821,253.3974304,12.2,53.96
5/25/2019 9:00,4696.286133,440.4657288,139.0966644,438.5634155,181.1385498,250.4376678,12.8,55.04
5/25/2019 10:00,4046.217285,468.3820496,143.2125244,451.0482178,180.4189453,247.9573364,12.8,55.04
5/25/2019 11:00,4535.525879,506.649231,151.0223541,465.8135071,184.8215942,250.7212982,12.8,55.04
5/25/2019 12:00,4654.84668,571.1253052,153.4951019,460.3801575,186.4017944,254.1638947,15,59
5/25/2019 13:00,4753.010742,615.3880005,152.6314087,481.2450562,180.6276398,255.2485657,16.7,62.06
5/25/2019 14:00,5262.208496,604.9765015,152.9966278,473.2165222,186.272583,258.4721375,18.3,64.94
5/25/2019 15:00,4043.296875,577.2692261,173.0017853,479.7400208,179.465332,255.0549927,20.6,69.08
5/25/2019 16:00,4303.211426,597.9143677,155.0540161,485.7296448,179.0442505,258.2276001,20.6,69.08
5/25/2019 17:00,4771.890625,585.7820435,152.0494385,460.7543335,183.3455963,261.7211914,20.6,69.08
5/25/2019 18:00,4194.134766,604.6290894,150.5702972,476.0733643,184.1244202,260.916687,21.1,69.98
5/25/2019 19:00,4868.375977,580.2972412,145.8737488,463.4440613,182.2236633,255.3638763,20.6,69.08
5/25/2019 20:00,3873.700439,545.1486816,143.3683472,465.8906555,178.2632446,257.7124939,19.4,66.92
5/25/2019 21:00,4620.265137,538.4953613,140.2178345,465.5953674,181.0822601,251.6006012,20.6,69.08
5/25/2019 22:00,4473.160645,438.2425842,128.6625061,451.520813,181.6797485,248.0588379,18.3,64.94
5/25/2019 23:00,5850.721191,434.1751709,126.7674866,447.2402649,182.6756439,252.89505,17.8,64.04
5/26/2019 0:00,5227.523926,382.4498901,115.5912781,417.2346497,183.1460114,253.7070007,21.1,69.98
5/26/2019 1:00,5638.713379,210.1247559,118.2058563,434.5977783,176.1615143,248.5062561,19.4,66.92
5/26/2019 2:00,4289.990723,241.7108154,113.208725,437.7393799,188.7830811,242.5473175,18.9,66.02
5/26/2019 3:00,4442.275391,217.265564,113.8928452,417.7233582,173.1534576,246.2520142,18.3,64.94
5/26/2019 4:00,4621.935547,248.630722,115.0166245,414.4997864,176.7457275,244.1900482,17.2,62.96
5/26/2019 5:00,4865.343262,302.5741882,118.4746246,418.083252,175.5427551,244.1487885,17.2,62.96
5/26/2019 6:00,4015.78833,341.0305176,117.2121048,407.2049255,178.2779236,248.6855774,13.9,57.02
5/26/2019 7:00,4052.905029,412.7736206,115.169487,408.7536011,177.9725037,250.8090973,12.2,53.96
5/26/2019 8:00,5170.845215,530.3846436,128.8605194,413.5099792,169.7464905,253.1347198,13.3,55.94
5/26/2019 9:00,4279.393066,665.7262573,137.4919128,421.6092834,177.9061279,255.1493835,13.9,57.02
5/26/2019 10:00,4342.849609,764.8746338,140.220993,441.2597961,177.8865356,252.6906586,14.4,57.92
5/26/2019 11:00,3870.748535,842.9067383,143.5836487,435.1218567,178.4852295,257.1312561,15,59
5/26/2019 12:00,3909.093262,996.5258789,146.0873566,442.1593323,175.4701538,252.7035675,16.1,60.98
5/26/2019 13:00,3834.957275,1064.311035,149.0787354,447.7530823,178.0698395,252.5529327,18.3,64.94
5/26/2019 14:00,4531.201172,1039.370117,144.6039124,459.1182556,173.2842255,251.4476013,20,68
5/26/2019 15:00,4157.470215,1042.407227,144.9364929,461.8778992,182.3083954,257.0921936,22.8,73.04
5/26/2019 16:00,3758.28418,1057.444946,147.5657043,459.8904724,181.1890259,256.4975281,25,77
5/26/2019 17:00,4595.864258,970.9612427,140.0096741,479.5106812,169.2494354,256.4489746,26.7,80.06
5/26/2019 18:00,3738.666504,939.942688,142.5014191,465.025116,181.9432678,257.7172852,28.3,82.94
5/26/2019 19:00,3619.494629,873.2769165,142.8190155,481.8299255,183.2505341,252.0235443,30,86
5/26/2019 20:00,3523.348389,848.9805298,134.4438629,457.7189026,175.8993225,251.8856354,30,86
5/26/2019 21:00,4756.094238,794.4528809,129.6507416,445.8972168,178.6895447,248.6933594,30.6,87.08
5/26/2019 22:00,4134.314941,784.9609985,129.3298645,448.7548523,178.63974,248.6966095,30.6,87.08
5/26/2019 23:00,3981.209229,749.4023438,124.8586502,452.1648254,178.2917328,245.984726,30.6,87.08
5/27/2019 0:00,3913.26001,732.1557007,126.1382523,427.9698181,179.4685059,249.8443756,30,86
5/27/2019 1:00,4406.859863,739.8905029,119.4551544,428.7939148,181.4518127,249.9559174,28.9,84.02
5/27/2019 2:00,3954.564209,618.0415649,121.308342,424.3791504,176.6287689,255.3500519,27.8,82.04
5/27/2019 3:00,4984.890625,545.7428589,112.0265961,428.282074,174.4315948,251.068573,27.2,80.96
5/27/2019 4:00,4958.279297,526.4135742,120.4395676,432.755127,180.6728363,243.7643433,24.4,75.92
5/27/2019 5:00,4235.794922,492.1392822,118.1783218,421.083313,176.4276428,243.417984,21.7,71.06
5/27/2019 6:00,4004.960938,513.0886841,119.1712952,417.5492554,175.9807281,249.3959961,21.7,71.06
5/27/2019 7:00,5297.114258,477.0126038,117.0445709,431.2528687,174.7404022,249.1693115,22.2,71.96
5/27/2019 8:00,4588.777344,545.4053955,135.8068237,429.6421814,171.7131805,253.9404755,21.1,69.98
5/27/2019 9:00,4190.030273,569.0493164,150.3619232,447.5600281,181.8276825,253.9607086,20,68
5/27/2019 10:00,4056.90918,622.5158081,162.723465,470.9477234,177.441925,262.3234253,19.4,66.92
5/27/2019 11:00,3758.216064,648.968689,159.8477173,482.3273621,179.8273773,260.9393616,19.4,66.92
5/27/2019 12:00,3678.148438,621.9075928,154.3946381,474.5953369,180.5084076,264.1409302,20,68
5/27/2019 13:00,3643.29834,536.7765503,154.5839996,488.7066345,184.1887665,267.2955627,21.7,71.06
5/27/2019 14:00,3770.974365,492.5931396,155.0404816,495.4550171,182.4375916,265.0030823,22.8,73.04
5/27/2019 15:00,3860.718506,520.6157837,158.0933533,494.7883606,184.3440094,267.1408691,23.9,75.02
5/27/2019 16:00,4368.32959,490.0471497,160.3085022,492.9660034,171.7514496,263.5489197,21.1,69.98
5/27/2019 17:00,4445.578613,468.9814148,154.6234741,476.504425,187.8403931,255.8015594,20,68
5/27/2019 18:00,4192.551758,452.4138489,156.1175232,474.6373596,183.7357941,255.3551178,17.8,64.04
5/27/2019 19:00,4516.345703,439.6193848,147.2237244,474.1239014,193.8411102,253.0817413,16.1,60.98
5/27/2019 20:00,4448.134277,457.3918152,146.0753632,477.6689453,182.105957,255.5881805,16.1,60.98
5/27/2019 21:00,4224.224121,461.1394653,139.5327759,468.869812,197.5414581,250.4127808,16.1,60.98
5/27/2019 22:00,4437.878418,432.6948242,131.3655548,454.9017029,181.3045959,250.4242859,15.6,60.08
5/27/2019 23:00,4318.036133,412.9859009,128.7489319,453.678894,167.897583,251.9789429,15,59
5/28/2019 0:00,4172.680176,417.5930481,126.2047043,438.12146,180.7889709,248.7417908,14,57.2
5/28/2019 1:00,4532.61084,414.0577393,127.7217102,416.4006348,178.7394562,240.8842773,15,59
5/28/2019 2:00,5910.288574,386.1738586,122.0996323,419.1985474,177.3974304,246.2612152,15.6,60.08
5/28/2019 3:00,5329.32666,363.2168884,116.8026962,412.62854,174.9053497,246.3700409,15.6,60.08
5/28/2019 4:00,5748.70166,345.2819214,118.2699432,403.6882324,178.0712738,248.8607635,15.6,60.08
5/28/2019 5:00,4847.761719,293.4355469,121.8258896,424.475647,176.3386383,242.793396,17.8,64.04
5/28/2019 6:00,4877.431152,287.1994019,122.8958817,425.2672729,177.0211334,245.2485199,17.8,64.04
5/28/2019 7:00,6595.70752,305.1526794,131.3343353,480.066864,181.2693329,272.2686768,17.2,62.96
5/28/2019 8:00,6596.99707,296.5803833,165.5841827,499.2338562,204.2893066,333.5087891,15.6,60.08
5/28/2019 9:00,7225.106934,286.5462646,185.6699982,531.3225708,194.9050446,334.0939636,15,59
5/28/2019 10:00,5667.5625,306.3412781,200.7496643,568.718811,193.0437164,340.5264893,14.4,57.92
5/28/2019 11:00,4800.030273,293.5934448,214.1570282,570.3508301,189.6686249,339.1878662,14.4,57.92
5/28/2019 12:00,5525.466797,286.6211853,225.0728455,559.3921509,201.2110901,332.4181213,14.4,57.92
5/28/2019 13:00,6827.137207,236.953476,209.6603088,563.6444702,193.9672241,294.1307983,15,59
5/28/2019 14:00,5497.404297,208.081131,209.2906036,575.5933838,185.2184143,314.0194397,14.4,57.92
5/28/2019 15:00,4979.849609,183.6466522,214.0693665,556.0882568,194.0072479,312.9595032,13.3,55.94
5/28/2019 16:00,4586.078613,196.5578156,204.0889587,545.310791,197.4947968,326.3257446,13.9,57.02
5/28/2019 17:00,4544.841797,183.4716187,196.6333618,522.7936401,201.5202637,322.6729126,13.3,55.94
5/28/2019 18:00,4674.137695,195.9171448,180.0610352,578.7702026,186.3238068,316.7509766,12.2,53.96
5/28/2019 19:00,4586.739746,207.2083282,183.6855774,506.2362366,195.7693634,312.6564636,11.7,53.06
5/28/2019 20:00,4412.152344,208.9052429,154.4580994,486.9227295,186.4369507,307.2640076,11.7,53.06
5/28/2019 21:00,5043.207031,202.0558472,155.361969,491.401947,185.7737274,302.1004944,11.1,51.98
5/28/2019 22:00,4602.855957,221.1165161,145.7707367,464.2451172,180.994873,300.033905,11.7,53.06
5/28/2019 23:00,4764.293945,163.6336365,135.2595367,460.4276428,180.2425842,306.0023804,12,53.6
5/29/2019 0:00,4174.835449,174.3308716,130.478775,439.5121155,177.3742523,297.6109314,12.2,53.96
5/29/2019 1:00,4151.395996,158.5101166,128.4780579,430.307312,177.9841003,300.9161987,12.2,53.96
5/29/2019 2:00,5174.529785,167.1230774,127.4217148,438.2191467,179.4512024,298.8457947,12.2,53.96
5/29/2019 3:00,4900.275879,153.5907135,119.4477768,418.3582153,177.0904846,301.6388245,12.2,53.96
5/29/2019 4:00,6203.600586,158.6795197,118.2714539,416.9491272,183.4210968,248.0075684,12.2,53.96
5/29/2019 5:00,4597.384766,143.2550659,119.363533,422.6602783,181.7791443,246.846405,12.2,53.96
5/29/2019 6:00,5064.293457,148.0256805,121.1680222,431.0456543,180.4465332,252.250412,11.7,53.06
5/29/2019 7:00,4388.445801,136.3645935,138.8762512,482.4061279,198.6436615,278.1334534,11,51.8
5/29/2019 8:00,6313.610352,160.0832367,175.8186798,502.5777283,188.8978729,334.4936523,10.6,51.08
5/29/2019 9:00,6186.061035,176.3108978,190.5877838,515.2121582,186.5585632,341.9899292,10,50
5/29/2019 10:00,6580.16748,169.1837921,206.5003662,556.6968994,197.810257,352.0671692,10,50
5/29/2019 11:00,5949.59668,163.7690582,211.2561493,524.3925171,220.4681091,346.7283936,10,50
5/29/2019 12:00,5818.166016,180.1937408,201.5328674,521.8295288,207.5440674,350.5070496,10,50
5/29/2019 13:00,5537.22998,168.9628143,212.2419281,544.4765625,210.6511536,349.3041687,10,50
5/29/2019 14:00,6264.025879,191.1687927,216.1661835,561.9083862,193.3362274,343.0140381,10.6,51.08
5/29/2019 15:00,4929.563965,210.2796631,212.2954712,550.2416992,170.3838196,326.9318542,10.6,51.08
5/29/2019 16:00,4422.705566,191.7550964,210.1631775,547.5012207,192.2677155,328.0993347,11.1,51.98
5/29/2019 17:00,3956.989746,195.3639069,198.5910797,539.2734375,187.99646,321.3178101,11.7,53.06
5/29/2019 18:00,4156.976074,190.048645,195.3956757,520.3380737,203.8430023,320.8654785,12.2,53.96
5/29/2019 19:00,4663.049805,187.845108,182.4433289,503.6190796,192.3467407,312.1891479,12.2,53.96
5/29/2019 20:00,4845.704102,170.0162811,163.1238556,490.101532,194.5878448,310.3735352,12.2,53.96
