,M76STMFLOW,M76CHWTONS,M76TFRARealPower,M76TFRBRealPower,M76TFRCRealPower,M76TFRDRealPower,TMP F,TMP C
4/22/2019 15:00,4558.227051,199.4777679,219.8729095,544.5974731,189.7640686,311.6455383,12.8,55.04
4/22/2019 16:00,4686.887207,225.6406708,210.891571,540.3272095,200.8157806,265.8770447,13.3,55.94
4/22/2019 17:00,4379.927246,254.6512451,200.3964233,522.760498,190.0313721,262.1033325,13.3,55.94
4/22/2019 18:00,5021.89502,219.8926697,187.1055298,517.4279785,186.9139709,258.5709534,14.4,57.92
4/22/2019 19:00,4617.336914,229.2529144,182.7949219,504.8935547,184.0781708,252.7810364,11.7,53.06
4/22/2019 20:00,4858.378906,247.9908295,168.6426239,489.8768616,189.3538208,253.4381866,11.1,51.98
4/22/2019 21:00,4730.183105,205.4490662,158.5762024,471.7902832,190.6105652,256.0791321,12.2,53.96
4/22/2019 22:00,4587.888672,228.3316803,152.0223999,483.2174988,177.6054382,244.9844666,12.2,53.96
4/22/2019 23:00,4740.47998,193.0341187,142.7697449,457.0801086,185.6920319,256.6585999,11.7,53.06
4/23/2019 0:00,5586.271973,124.9707947,138.8446808,433.8833923,182.7580261,250.3969116,12.2,53.96
4/23/2019 1:00,4868.024902,167.6012573,135.1930542,438.5096436,185.6458282,243.9007874,12.2,53.96
4/23/2019 2:00,4845.373047,145.5104828,130.2354126,422.0854492,183.8619232,241.5340576,12.8,55.04
4/23/2019 3:00,3753.053467,135.9347534,127.5289001,407.7860413,198.9382629,246.0592804,12,53.6
4/23/2019 4:00,4922.72998,151.3642426,126.6809311,417.2851563,183.5215759,249.5687866,11.1,51.98
4/23/2019 5:00,6412.09082,144.6840973,122.4312973,412.1557007,184.4694214,248.3413391,10,50
4/23/2019 6:00,4683.579102,142.2373657,124.8016281,487.8981323,186.9958496,256.5402527,9,48.2
4/23/2019 7:00,6049.272461,168.244873,134.3582764,460.6812744,182.9261169,288.2471313,8.9,48.02
4/23/2019 8:00,7477.674805,153.1689758,179.9823761,489.7620239,207.8583374,281.1914063,8.9,48.02
4/23/2019 9:00,7577.489258,154.9036865,190.1478882,539.0629883,192.1447449,333.6470032,8.9,48.02
4/23/2019 10:00,5213.527832,170.9415131,203.338913,566.1599731,167.0407104,325.9872742,10,50
4/23/2019 11:00,5049.021973,196.7832794,211.5211945,561.4490356,191.103653,338.1596375,10,50
4/23/2019 12:00,5111.888184,181.4033966,218.911499,541.333252,197.9616547,332.7461243,11,51.8
4/23/2019 13:00,5443.319336,214.5753784,218.4231873,555.5952148,221.9565582,333.6063232,10,50
4/23/2019 14:00,5295.765625,219.8858337,218.0543518,560.4458618,193.349823,335.3553772,9.4,48.92
4/23/2019 15:00,4084.196533,196.9974823,213.3756409,530.6817017,208.3944244,303.1256714,10,50
4/23/2019 16:00,5196.073242,182.4223328,209.3634644,545.7965088,196.9504547,268.5823975,11.7,53.06
4/23/2019 17:00,4632.263184,181.978714,194.7950134,529.3096924,196.02211,265.7532043,13,55.4
4/23/2019 18:00,4692.567871,159.7933197,198.5044861,518.8869629,187.0262451,271.4594116,12.8,55.04
4/23/2019 19:00,6721.03418,162.3101959,177.6889648,518.5697632,197.1930084,266.0125732,11.1,51.98
4/23/2019 20:00,5588.800293,162.1783905,166.2511597,503.901123,190.3830414,259.3612976,10.6,51.08
4/23/2019 21:00,5349.557617,161.5516205,160.8699188,475.6337891,194.1343842,259.5399475,9.4,48.92
4/23/2019 22:00,5478.575684,158.3330841,151.642807,472.8859558,195.0132599,256.6307678,8.9,48.02
4/23/2019 23:00,5383.299316,157.9288635,151.4833984,459.2441406,178.3731995,265.3047485,9,48.2
4/24/2019 0:00,5403.61377,163.7467804,133.2179108,447.2140503,194.2049561,248.3731232,8.3,46.94
4/24/2019 1:00,5099.567383,146.449173,133.5713654,418.765564,184.1179352,244.6419678,8.3,46.94
4/24/2019 2:00,5269.90332,134.698349,126.2956314,423.8106995,183.4396667,247.2829742,8.3,46.94
4/24/2019 3:00,4993.077148,153.5990601,119.1089706,426.6695557,185.6832275,248.0851898,8.3,46.94
4/24/2019 4:00,5040.220703,151.7411804,119.9932098,406.4188232,182.1717224,247.6223755,8.3,46.94
4/24/2019 5:00,5803.513672,157.625061,116.0615311,415.9322205,183.2840729,248.0963593,8.3,46.94
4/24/2019 6:00,3611.436279,173.0953064,119.0470505,412.5771179,177.0018311,249.3223877,8.3,46.94
4/24/2019 7:00,7101.928223,159.7869263,129.8695221,494.588501,206.0006256,328.1615906,8.3,46.94
4/24/2019 8:00,5614.69873,185.7707367,165.4238739,509.3023376,192.0840454,329.8320923,8.9,48.02
4/24/2019 9:00,5748.23877,185.6227722,193.2228241,532.1072388,220.1205597,336.52005,10,50
4/24/2019 10:00,4713.160156,238.0896301,207.6859436,539.6768188,191.3836823,338.9941406,10.6,51.08
4/24/2019 11:00,6868.580566,309.0801086,211.71521,556.0805054,189.9293823,326.1754456,11.1,51.98
4/24/2019 12:00,4719.812012,338.7187195,216.4156342,560.9561157,192.4125366,333.0094604,11.7,53.06
4/24/2019 13:00,4436.083496,413.7290039,210.6850433,555.243103,173.8692474,327.3510132,12.2,53.96
4/24/2019 14:00,4980.21582,401.8389282,215.9206238,547.8840332,203.4856567,318.0355835,12.2,53.96
4/24/2019 15:00,5709.647461,436.0795288,214.9721375,545.543396,196.2988892,307.6108398,14,57.2
4/24/2019 16:00,5246.949707,443.1740417,217.0924835,553.6323853,203.5686646,265.1786804,16.1,60.98
4/24/2019 17:00,4893.758789,405.85495,198.7250671,537.9130249,191.8304901,257.9037476,17.2,62.96
4/24/2019 18:00,4827.147461,401.0097656,199.424118,510.1955261,194.8958435,260.1491089,18.3,64.94
4/24/2019 19:00,5406.624023,359.6901245,182.2987061,511.588501,190.5418549,255.4378662,18.9,66.02
4/24/2019 20:00,5617.46875,324.073822,174.3925171,491.9755859,189.2619171,259.6977844,19.4,66.92
4/24/2019 21:00,4979.221191,305.9405212,163.0434875,479.0890503,186.426178,256.067627,19.4,66.92
4/24/2019 22:00,4749.084473,231.2256622,159.7354126,461.5951843,186.547821,251.7006073,18.3,64.94
4/24/2019 23:00,5160.953125,177.6033783,151.0823212,462.8444519,178.0191193,246.5969391,17.8,64.04
4/25/2019 0:00,5339.950195,174.6536102,146.0956116,446.9004822,183.5912018,244.7943878,9.4,48.92
4/25/2019 1:00,6904.203125,151.5045471,135.2421112,430.5027771,187.270874,250.546936,8.9,48.02
4/25/2019 2:00,5234.867188,148.5657043,131.9981842,423.0171814,186.6661224,251.1661835,8.9,48.02
4/25/2019 3:00,5991.741699,174.444809,122.6679001,419.3109436,184.6954346,249.180542,8.9,48.02
4/25/2019 4:00,6142.413574,150.0762482,121.0310211,420.1747437,187.9338379,248.7378387,10,50
4/25/2019 5:00,5341.342773,144.9814606,117.66465,435.6872864,179.796875,248.65448,11.1,51.98
4/25/2019 6:00,5860.800781,159.5184174,126.5204926,460.4226685,183.892395,253.112915,10.6,51.08
4/25/2019 7:00,7511.479492,154.6091461,141.0591583,496.3338318,171.8719788,326.179657,10,50
4/25/2019 8:00,6851.464844,153.2305298,165.6451416,484.1217041,213.0487976,334.5084839,9.4,48.92
4/25/2019 9:00,7312.30127,154.4277954,188.3453522,539.4660645,185.2043457,343.6097107,8.9,48.02
4/25/2019 10:00,6565.574219,170.5418243,205.9022217,545.805481,191.2379608,338.1805115,8.3,46.94
4/25/2019 11:00,7778.819824,177.3860321,213.1148071,551.1184692,196.5891876,344.2273254,8.3,46.94
4/25/2019 12:00,5628.577637,242.6052551,208.8487091,563.1043701,197.3446655,342.7085266,9.4,48.92
4/25/2019 13:00,5972.608398,240.3835297,205.4448853,548.0293579,200.8248749,348.0509338,10.6,51.08
4/25/2019 14:00,6334.375977,261.6941528,217.2504883,551.6503296,189.6921082,341.0220337,11.7,53.06
4/25/2019 15:00,4790.975586,158.0382385,219.9215698,537.3811035,176.2221832,306.5228577,12.2,53.96
4/25/2019 16:00,4299.910156,184.1193237,211.5345001,536.1091309,207.519928,322.1707153,11.7,53.06
4/25/2019 17:00,4110.589355,202.085144,194.4155579,532.6408081,187.5629883,313.309021,12.2,53.96
4/25/2019 18:00,5250.916016,187.8022919,190.9077148,535.6741333,195.9653778,310.8590393,12.2,53.96
4/25/2019 19:00,4851.729492,208.6729736,184.4653931,511.8162537,192.0467377,313.0387878,11.7,53.06
4/25/2019 20:00,4845.632324,224.9635773,167.5251007,487.1923218,189.1146698,312.662262,11.7,53.06
4/25/2019 21:00,4929.060547,213.5339203,164.6818695,494.1689758,188.9695129,305.631012,11.1,51.98
4/25/2019 22:00,5358.00293,225.6487274,151.724884,473.4301758,193.0329895,301.2583923,11.1,51.98
4/25/2019 23:00,5272.332031,183.845047,143.242157,465.1556702,179.5450134,302.8581238,10,50
4/26/2019 0:00,6558.235352,156.4912109,139.4311066,438.1058044,184.8241425,308.820282,11.1,51.98
4/26/2019 1:00,4871.095703,166.4281769,137.2751617,428.1989441,189.229187,302.1075134,11.1,51.98
4/26/2019 2:00,5242.504883,154.0844879,136.383194,423.0119324,185.9389648,299.1190186,10.6,51.08
4/26/2019 3:00,5184.483887,162.5625305,124.9690781,413.7806702,191.7036438,297.0618286,10.6,51.08
4/26/2019 4:00,5304.589355,149.2085724,122.2606964,403.675354,185.7626953,297.2042847,10,50
4/26/2019 5:00,5268.362793,150.0423737,124.9982605,420.2423401,184.4127808,301.8200989,10,50
4/26/2019 6:00,5936.438965,158.2269592,129.5945282,461.0473022,184.2872314,295.8146973,9.4,48.92
4/26/2019 7:00,5403.96582,145.6654663,139.872467,479.1090698,175.3518524,332.3265686,9.4,48.92
4/26/2019 8:00,8866.414063,170.1888885,173.1834564,508.6490479,189.4882202,337.4297791,8.9,48.02
4/26/2019 9:00,7351.758301,153.3544006,196.8791809,528.5272217,191.9106903,337.6997681,9.4,48.92
4/26/2019 10:00,5159.711914,142.2309265,201.8409119,550.4876099,208.8814087,336.0679626,9.4,48.92
4/26/2019 11:00,5090.65332,154.9118347,217.6028442,543.4515381,193.9231415,333.4024353,9.4,48.92
4/26/2019 12:00,6327.200684,168.5286713,218.597168,548.671814,208.1266937,335.0011902,9.4,48.92
4/26/2019 13:00,6803.116699,155.4343109,215.7832336,561.3935547,203.0643463,288.7392273,9.4,48.92
4/26/2019 14:00,5200.870117,171.6374969,221.4870758,564.5803223,212.1197052,272.4274597,9.4,48.92
4/26/2019 15:00,5564.264648,148.807724,214.4290619,546.5535889,216.8143616,269.1353455,9.4,48.92
4/26/2019 16:00,4715.466309,160.9860229,193.5602417,545.1273804,205.0083008,269.6758728,8.9,48.02
4/26/2019 17:00,5643.666016,140.1037292,198.2535858,531.0879517,201.161438,268.9995117,8.9,48.02
4/26/2019 18:00,4927.101074,149.4710693,182.1903229,522.6582031,199.0548248,265.7957458,8.9,48.02
4/26/2019 19:00,5249.01123,144.9229889,180.9912415,507.1430969,194.6737061,262.0324707,8.3,46.94
4/26/2019 20:00,5773.750488,152.1927338,162.9989471,483.0172729,198.5102844,260.8431702,8.3,46.94
4/26/2019 21:00,5301.855469,129.7933502,151.9316864,476.4760742,196.1780396,263.0783691,8.3,46.94
4/26/2019 22:00,5256.685547,147.7414398,147.2826843,454.9887085,200.4503632,252.6612244,7.8,46.04
4/26/2019 23:00,5531.947266,148.5428314,137.0239105,433.868103,192.9652252,257.7217407,7.8,46.04
4/27/2019 0:00,5281.549805,131.5625916,131.9577942,437.1390991,190.7198944,255.3557129,7.8,46.04
4/27/2019 1:00,4513.519043,147.3113556,133.9990234,417.0563354,188.7513275,252.5549927,7.8,46.04
4/27/2019 2:00,6394.202148,138.894455,125.1706009,416.6256409,187.5640869,247.803894,7.8,46.04
4/27/2019 3:00,4869.791504,160.8291931,127.6679764,402.6228333,181.4265594,273.945282,8.3,46.94
4/27/2019 4:00,3979.379639,139.7921143,121.8240585,402.5656128,187.449234,247.2263336,8,46.4
4/27/2019 5:00,4390.234863,151.9247589,125.8059158,401.8781433,191.48349,249.1951141,8.3,46.94
4/27/2019 6:00,6111.756348,137.1842499,121.0058899,404.2086182,183.8848724,254.7553253,9,48.2
4/27/2019 7:00,5176.692383,146.0803833,125.6197739,412.2304077,184.6891937,252.0825043,10,50
4/27/2019 8:00,5393.179199,137.7814789,132.3759155,431.4704285,184.775528,254.5854645,10,50
4/27/2019 9:00,4422.933105,135.5387726,147.0860291,440.9997864,187.0471649,257.2495117,10.6,51.08
4/27/2019 10:00,6951.654297,139.0144348,143.1301575,452.7887268,206.1886902,262.690918,10,50
4/27/2019 11:00,4593.682129,154.2376709,152.9660492,456.3127136,199.0116425,265.8117676,8.3,46.94
4/27/2019 12:00,5087.793457,165.1338043,156.2642059,463.2072144,185.3240204,259.689209,8.9,48.02
4/27/2019 13:00,5127.168945,180.9046631,157.8832855,447.8890076,181.31427,268.0639343,10,50
4/27/2019 14:00,5280.859375,199.2386627,163.8188324,462.9982605,190.1145172,260.1213379,10.6,51.08
4/27/2019 15:00,5529.974121,163.6024323,165.3411255,469.4862061,188.7938232,257.6233521,10,50
4/27/2019 16:00,5773.132813,140.0842285,164.1643677,463.7896729,191.838562,262.0632629,12.2,53.96
4/27/2019 17:00,5234.564453,171.9525146,161.159668,475.5860291,193.908783,257.5461426,11.7,53.06
4/27/2019 18:00,5865.191406,146.3570862,160.1606903,479.5680847,187.2945099,256.2611389,13.3,55.94
4/27/2019 19:00,6145.476563,139.9859009,149.7771912,471.9165955,191.9268646,263.2312012,12.8,55.04
4/27/2019 20:00,7398.026367,141.546814,137.2101288,440.0745239,184.3673401,257.7306213,11.7,53.06
4/27/2019 21:00,6839.626953,140.0324402,137.9921875,442.6584473,190.915741,249.9593201,11.7,53.06
4/27/2019 22:00,6379.523926,152.3805389,136.6333008,447.9685974,186.3479767,250.1049194,12.2,53.96
4/27/2019 23:00,5806.758301,135.653183,130.8613739,428.5741272,186.7728882,249.3146973,10.6,51.08
4/28/2019 0:00,6070.85791,160.3235168,126.2228165,408.9681702,183.1801605,247.2204132,9.4,48.92
4/28/2019 1:00,6622.518066,134.453064,127.5416412,434.1504211,180.603302,267.1411743,8.9,48.02
4/28/2019 2:00,5893.281738,149.0865936,123.9618301,410.072052,181.5986633,250.6144409,8.3,46.94
4/28/2019 3:00,6023.956055,125.9996262,122.0297012,403.9310303,180.8578033,253.6270905,7.8,46.04
4/28/2019 4:00,6189.029297,139.5276031,120.1659775,404.8597717,184.9513245,250.3880157,7.2,44.96
4/28/2019 5:00,5940.713867,140.2289429,118.3428726,418.9429932,179.7664185,243.9723663,7.2,44.96
4/28/2019 6:00,6081.97168,143.9756775,122.0790024,430.3238831,181.2195892,244.3385773,7.2,44.96
4/28/2019 7:00,6458.911133,144.3132935,116.2839127,410.4254456,183.6472931,251.4460907,7.2,44.96
4/28/2019 8:00,5641.72998,140.0715332,137.0680084,406.8637085,186.7401733,252.1324158,7.2,44.96
4/28/2019 9:00,4658.884277,152.302536,139.180542,418.6134949,186.9065094,252.3181458,7.8,46.04
4/28/2019 10:00,5225.472656,162.8011627,146.2631073,441.1504211,178.5732574,256.4703979,7.8,46.04
4/28/2019 11:00,6116.095703,175.3861237,147.0183411,470.2921753,184.573288,249.0809174,7.8,46.04
4/28/2019 12:00,5106.179688,206.40979,172.2777252,455.9856262,184.5956116,259.2659607,8.3,46.94
4/28/2019 13:00,5116.55957,214.8070984,164.8819122,471.1033936,187.8021851,258.0404053,9.4,48.92
4/28/2019 14:00,5347.140137,183.9896393,166.7234497,463.9324036,191.7906494,265.3494568,10,50
4/28/2019 15:00,4944.590332,150.5913544,163.2758179,463.3394165,204.7506714,258.4454041,11.1,51.98
4/28/2019 16:00,5245.051758,160.160553,161.600708,460.0699158,192.3395844,261.6983032,11.7,53.06
4/28/2019 17:00,6065.313477,187.342392,167.9801178,485.1213074,198.4607086,260.9780273,12.2,53.96
4/28/2019 18:00,5366.508789,155.0404358,166.7761383,468.7019043,190.8399506,262.0792847,13.3,55.94
4/28/2019 19:00,5666.486816,146.1194153,157.3654785,449.7898254,194.9597473,257.2844543,11.7,53.06
4/28/2019 20:00,5390.448242,159.1557007,147.3096771,449.7942505,200.6077423,250.0746918,11.1,51.98
4/28/2019 21:00,5935.529785,137.3717346,141.2163544,457.4934082,188.6010132,266.8041992,11.7,53.06
4/28/2019 22:00,5871.419434,146.3876343,135.8314514,435.1876526,190.0612946,258.6420593,11.1,51.98
4/28/2019 23:00,5919.857422,170.1769409,138.8597412,435.8182983,189.5387421,248.8851166,10,50
4/29/2019 0:00,5871.704102,146.0967407,129.3261261,404.3996277,184.5325165,252.5349579,10,50
4/29/2019 1:00,5787.361328,143.4076538,138.5568848,429.0403137,201.8331757,247.2686615,10,50
4/29/2019 2:00,6245.473145,165.6499023,123.002594,412.6124268,184.3716736,248.5859375,9.4,48.92
4/29/2019 3:00,7035.248535,146.0860138,125.5420456,404.0273132,183.9142151,247.1914063,9.4,48.92
4/29/2019 4:00,6469.886719,142.2258759,127.3578339,417.835907,187.0392609,247.834549,8.9,48.02
4/29/2019 5:00,6139.156738,149.109848,124.0108185,408.6309814,181.5291901,246.412796,8.9,48.02
4/29/2019 6:00,6767.102539,147.2159576,129.6580963,455.6981506,184.0738373,257.6898499,8.3,46.94
4/29/2019 7:00,7328.108398,144.9976044,148.4203491,504.4187927,189.5886536,333.466156,7.8,46.04
4/29/2019 8:00,6965.674316,169.2356415,168.597702,493.6609497,185.9604187,331.0253296,7.2,44.96
4/29/2019 9:00,7544.836914,158.3012238,199.8127136,524.6297607,198.9634705,336.0715942,7.8,46.04
4/29/2019 10:00,6901.516602,169.9269409,203.8083496,552.4291382,200.6035004,335.7164001,6.7,44.06
4/29/2019 11:00,6299.414551,170.510788,217.8558044,538.4147339,198.0906219,339.0074158,6.7,44.06
4/29/2019 12:00,6014.814453,170.2408447,219.062912,570.517395,183.6666107,340.4729309,7.2,44.96
4/29/2019 13:00,6576.425781,244.9498444,208.7888184,562.1621704,189.8077393,331.2048645,8.9,48.02
4/29/2019 14:00,7130.269531,261.2875671,209.7745361,580.3299561,192.9619141,332.2591248,10,50
4/29/2019 15:00,4760.726563,326.7962341,217.6498718,550.4624023,189.7983093,314.0556641,11.7,53.06
4/29/2019 16:00,4900.178711,339.7635193,207.8194733,544.4442749,205.1847382,303.9415894,12.2,53.96
4/29/2019 17:00,5114.052246,339.5798035,194.7867432,536.9007568,200.374588,309.9910278,12.8,55.04
4/29/2019 18:00,4687.874023,328.4263,187.6824188,502.911499,182.8961945,301.0317993,13.9,57.02
4/29/2019 19:00,4686.96582,362.0636292,186.1171722,503.7945557,191.4972229,300.3830872,15,59
4/29/2019 20:00,5615.148438,314.2218628,156.4032593,503.8448181,186.494339,302.8629456,15.6,60.08
4/29/2019 21:00,4953.997559,271.3946533,145.9358673,486.0648193,183.2325897,303.1260071,16.7,62.06
4/29/2019 22:00,4969.788574,233.9626007,145.9257355,468.5942383,184.4355621,297.6750488,16.7,62.06
4/29/2019 23:00,5857.830566,225.5417175,146.1501007,452.7320251,184.1553802,297.8696289,16.1,60.98
4/30/2019 0:00,4869.680176,213.3318176,130.2549896,430.6233826,180.3889923,295.427948,16.1,60.98
4/30/2019 1:00,5739.011719,195.7011871,135.8158112,444.0831299,177.9231873,291.0087585,12.2,53.96
4/30/2019 2:00,7347.445313,168.5354919,132.7953491,414.2228088,182.2995453,291.3887024,12.8,55.04
4/30/2019 3:00,5468.679688,161.3171997,128.0120544,417.449646,184.2916412,296.0473328,12.2,53.96
4/30/2019 4:00,5639.791504,145.0437622,125.878006,412.7114258,184.5253296,244.7981262,12.2,53.96
4/30/2019 5:00,5594.208008,139.7324677,125.9586258,404.0470886,181.626358,244.0740356,11.7,53.06
4/30/2019 6:00,5727.537598,142.7921753,123.2814331,420.7067566,181.4237823,247.7424622,11.1,51.98
4/30/2019 7:00,5966.137207,147.2622833,138.3966675,474.0628662,182.8066406,307.4422302,10,50
4/30/2019 8:00,8207.495117,150.0543976,169.2801056,489.2103882,181.6262665,327.7670593,8.3,46.94
4/30/2019 9:00,6819.163086,145.0704041,197.916214,555.8475952,195.8151703,343.9061584,7.8,46.04
4/30/2019 10:00,5913.999023,163.5436401,219.3728638,556.8660889,192.658905,342.4729919,7.2,44.96
4/30/2019 11:00,5973.424805,152.2882996,223.5329285,563.2713013,211.4799957,347.3262939,7.2,44.96
4/30/2019 12:00,6101.986816,165.3699036,227.8761139,567.6027222,214.7650146,347.9463501,7.2,44.96
4/30/2019 13:00,6505.058105,156.6909943,217.5257263,562.7200928,206.052536,337.7532654,7.2,44.96
4/30/2019 14:00,7872.89502,157.4225769,220.3942871,555.5911255,194.3653564,337.6341553,7,44.6
4/30/2019 15:00,4445.82959,166.0083923,215.348999,553.5015869,197.4602051,318.5784912,7.2,44.96
4/30/2019 16:00,4497.451172,164.0826874,207.8411713,545.0385742,195.6678009,264.9846191,7.2,44.96
4/30/2019 17:00,4754.103027,168.5516968,202.2438812,532.5115356,194.6599731,266.6009521,7,44.6
4/30/2019 18:00,4837.339355,169.1018524,186.4312134,524.1257324,191.8047485,263.850708,8.3,46.94
4/30/2019 19:00,4751.876465,192.1761322,183.4120483,515.7523804,188.7189178,257.0836182,9,48.2
4/30/2019 20:00,5812.350586,180.0207214,165.8973999,501.9189148,184.4016571,259.4341431,10,50
4/30/2019 21:00,5750.95166,145.2412415,155.2798767,478.0516968,191.2948608,255.6018982,11,51.8
4/30/2019 22:00,6965.52002,150.3153381,153.5814056,469.3805542,193.7723694,250.7296448,11.1,51.98
4/30/2019 23:00,5447.684082,148.3334198,142.8196716,450.2370911,189.4637299,255.172226,12.2,53.96
5/1/2019 0:00,5987.983398,144.3696899,144.6468048,443.8557739,189.5309296,254.8393402,12.2,53.96
5/1/2019 1:00,5983.174316,147.9800262,143.5810089,450.5396729,183.4920044,256.5325623,11.1,51.98
5/1/2019 2:00,5797.439941,146.7240906,138.7775269,423.6394653,182.2438507,250.7013245,10,50
5/1/2019 3:00,5965.460938,168.4044952,128.1248779,432.9917603,187.6264801,247.8355408,10,50
5/1/2019 4:00,6075.574219,149.7936859,132.3950043,432.4535217,183.5337219,243.2858276,10,50
5/1/2019 5:00,6080.327148,147.6934204,127.1036987,423.7444458,186.337204,257.2715454,8.9,48.02
5/1/2019 6:00,6218.092773,155.511734,127.2319641,470.6761169,177.3606567,245.0258484,8.9,48.02
5/1/2019 7:00,7157.110352,151.9906311,141.595932,515.78125,193.6305237,328.5057983,8.3,46.94
5/1/2019 8:00,9453.984375,156.904892,174.5543213,507.8280334,191.0429382,352.6565247,8.9,48.02
5/1/2019 9:00,7699.649902,173.6045685,196.1384735,532.5532837,210.8803406,339.4925232,8.9,48.02
5/1/2019 10:00,6200.755371,165.1490326,209.9372406,563.93573,184.6609802,343.3444519,8.9,48.02
5/1/2019 11:00,5481.415039,175.3637085,221.7518463,551.7595825,193.1861572,333.4020691,9.4,48.92
5/1/2019 12:00,6780.08252,186.3577728,217.0039673,569.5029907,188.1161499,334.1149902,10,50
5/1/2019 13:00,6717.79541,229.1194611,211.9091797,555.7284546,177.1311035,290.7368164,10.6,51.08
5/1/2019 14:00,6568.306641,256.1554871,213.8921814,560.9161377,206.2783508,329.1997986,10.6,51.08
5/1/2019 15:00,4722.524414,276.9569092,207.8565216,549.6348267,205.033493,266.9266968,11.7,53.06
5/1/2019 16:00,5331.289063,259.103241,206.8898773,548.6855469,194.9553986,260.8967285,11.1,51.98
5/1/2019 17:00,4173.820313,250.0710144,203.3684998,534.6519165,207.2231293,259.7284851,10.6,51.08
5/1/2019 18:00,4649.82959,249.1876068,189.0383759,518.1626587,190.1834564,259.066925,11.7,53.06
5/1/2019 19:00,5513.389648,238.1066895,187.7242584,507.5328064,158.7385559,265.5405579,12.8,55.04
5/1/2019 20:00,5954.779785,200.8150787,163.3786316,486.009552,186.4628601,254.7985077,12.2,53.96
5/1/2019 21:00,5421.547363,198.1300049,156.1459961,468.4285583,188.7033081,256.7160645,11.7,53.06
5/1/2019 22:00,5164.902832,168.4266357,147.8583832,463.7197266,186.625,248.9822998,11.1,51.98
5/1/2019 23:00,6137.006348,199.8349915,139.7539978,459.7660828,186.2781372,251.7040863,10,50
5/2/2019 0:00,5078.09375,165.9438324,135.5378265,430.4824829,187.1628876,254.5890045,11.1,51.98
5/2/2019 1:00,5582.68457,152.2117004,134.0447083,426.8460388,186.8819275,256.7695313,11.7,53.06
5/2/2019 2:00,4812.560059,144.2155457,131.7287445,407.043396,183.1539001,246.2180023,11.1,51.98
5/2/2019 3:00,4735.385254,147.3096008,122.5871277,405.582428,188.2810669,252.2130432,11.1,51.98
5/2/2019 4:00,5458.996094,154.3239441,123.0504227,408.6001587,188.2812042,251.3029022,10.6,51.08
5/2/2019 5:00,5083.010254,171.3548584,121.2903061,419.2714539,185.7056732,249.4888916,10,50
5/2/2019 6:00,5689.481934,155.815506,123.3491135,471.8703918,186.3034515,245.4350739,10,50
5/2/2019 7:00,7447.058105,160.2805023,138.158783,520.7565308,206.0848083,284.8922729,9.4,48.92
5/2/2019 8:00,6208.541992,156.8647766,167.8293762,503.8726196,191.0798798,335.2776794,9.4,48.92
5/2/2019 9:00,7129.857422,156.3430634,187.4694824,527.9697876,195.9491425,341.8258362,9.4,48.92
5/2/2019 10:00,7781.488281,160.4755402,208.6463318,566.3444824,203.7266083,351.2852173,8.9,48.02
5/2/2019 11:00,6536.266113,181.0335541,211.0670624,567.0522461,182.2419739,340.8200989,8.9,48.02
5/2/2019 12:00,6690.029785,162.1186523,211.9064484,544.5582275,187.4312134,340.3369141,8.3,46.94
5/2/2019 13:00,6475.504395,169.030304,204.2805786,559.1517944,195.8456726,289.5198669,8.3,46.94
5/2/2019 14:00,6238.748047,163.9085846,216.8846588,572.2085571,215.2676544,339.2001038,8.3,46.94
5/2/2019 15:00,5104.057617,163.1230164,214.6604614,538.0023804,210.7499237,315.5491028,8.3,46.94
5/2/2019 16:00,4851.886719,176.4564819,200.168869,553.1433105,219.1664124,276.0035095,7.8,46.04
5/2/2019 17:00,5583.993164,158.0666504,193.8735199,518.2697144,191.1161652,267.5018005,7.8,46.04
5/2/2019 18:00,5337.616211,166.7653351,189.9010468,524.1650391,196.1307678,263.2359619,8,46.4
5/2/2019 19:00,5618.945801,175.2886047,178.1010132,523.1179199,192.3310547,257.6049194,7.8,46.04
5/2/2019 20:00,5448.900391,150.1624451,175.7401276,500.2001038,188.7136841,266.1204834,7.8,46.04
5/2/2019 21:00,5672.17041,150.4306488,163.3289795,488.5286255,188.3837585,257.5597534,7.8,46.04
5/2/2019 22:00,5788.319336,177.1150665,142.0947876,454.7516785,186.4927826,255.2336273,7.8,46.04
5/2/2019 23:00,5494.967285,144.9487457,131.9218903,463.7453003,180.5170441,253.3817596,8,46.4
5/3/2019 0:00,5408.749512,155.3951721,138.2276611,429.9236755,186.8984222,255.5726776,7.8,46.04
5/3/2019 1:00,5306.668945,167.0404205,130.6127472,394.6090698,179.5899048,245.6952515,7.2,44.96
5/3/2019 2:00,5681.259766,149.4432983,133.2254333,432.4048767,182.0243683,248.6035767,7.2,44.96
5/3/2019 3:00,5085.980469,145.3556519,121.0738068,417.8173523,180.7505951,249.133728,7.8,46.04
5/3/2019 4:00,5518.211914,150.6635742,122.1485138,411.7869263,179.8363342,243.1569519,7.2,44.96
5/3/2019 5:00,5746.228516,164.683136,120.6646423,413.8446655,183.0032349,252.9176331,7.2,44.96
5/3/2019 6:00,5904.250488,154.4556732,127.5364532,431.0047302,181.2332458,245.2509918,7.2,44.96
5/3/2019 7:00,7460.710449,147.5026245,143.1282806,501.4658508,185.2180481,258.9223022,7.2,44.96
5/3/2019 8:00,9870.342773,174.8229828,168.6130981,496.0351257,181.6230621,336.8062744,7.2,44.96
