,M9STMFLOW,M9CHWTONS,M9TFRARealPower,M9TFRBRealPower,TMP C,TMP F
4/13/2019 15:00,414.468689,21.97625351,16.63766098,23.82144547,16.1,60.98
4/13/2019 16:00,674.7495728,138.7157745,17.1138401,23.75993919,17.2,62.96
4/13/2019 17:00,406.6001892,142.8783417,17.86553383,21.63625145,17.2,62.96
4/13/2019 18:00,430.6803894,149.7255249,16.67650032,19.86112595,17.8,64.04
4/13/2019 19:00,437.5471802,142.4148102,16.5609417,19.98279762,20,68
4/13/2019 20:00,488.7736816,142.7391357,16.00919914,20.4750309,21.7,71.06
4/13/2019 21:00,551.8633423,137.9581451,16.09583855,20.70373726,23.9,75.02
4/13/2019 22:00,474.5385132,125.2367172,15.64845085,22.10001755,23.3,73.94
4/13/2019 23:00,269.1598816,139.3045959,15.33697605,25.59815216,21.7,71.06
4/14/2019 0:00,242.8635101,132.5860443,14.93536282,22.45697784,20.6,69.08
4/14/2019 1:00,370.137146,121.960144,14.14003372,20.09025574,19.4,66.92
4/14/2019 2:00,909.2084351,123.120079,15.02199841,20.67383766,18.3,64.94
4/14/2019 3:00,323.1144104,121.6993179,15.34222984,21.96153831,18.3,64.94
4/14/2019 4:00,-1021.037048,105.8349457,14.9015789,23.32936096,16.7,62.06
4/14/2019 5:00,550.394165,112.4618225,15.20416927,21.54411316,17.8,64.04
4/14/2019 6:00,825.1044922,116.8404694,14.96268654,22.2358284,13.9,57.02
4/14/2019 7:00,607.8216553,114.7276382,15.33428192,23.82186699,13.9,57.02
4/14/2019 8:00,632.9764404,119.0821457,14.94183731,25.89856148,12.8,55.04
4/14/2019 9:00,677.7908936,133.237915,13.6479311,27.21660805,12.8,55.04
4/14/2019 10:00,482.5588684,153.4208679,13.43287945,26.60751534,12.8,55.04
4/14/2019 11:00,392.15802,145.6824493,14.92212009,20.68423271,13.3,55.94
4/14/2019 12:00,457.5351563,144.6707611,13.65585995,20.84947777,13.9,57.02
4/14/2019 13:00,459.3330078,152.3992004,13.63016129,22.51386833,15,59
4/14/2019 14:00,451.0926819,146.8270569,14.62987423,20.43085289,17.8,64.04
4/14/2019 15:00,391.6230164,150.638504,14.42119789,26.91784668,17.2,62.96
4/14/2019 16:00,407.9217224,133.6655426,14.79149723,27.16130447,17.2,62.96
4/14/2019 17:00,440.1948547,130.7816162,16.46441841,26.67952347,17.2,62.96
4/14/2019 18:00,447.2680664,124.2068253,16.66682625,25.53382874,17.2,62.96
4/14/2019 19:00,427.2441101,125.0381546,16.70124054,27.49046898,16.1,60.98
4/14/2019 20:00,-510.0371704,134.4834747,17.37335968,25.97767067,15.6,60.08
4/14/2019 21:00,-213.7036896,133.4194336,15.26518726,27.06912041,12.8,55.04
4/14/2019 22:00,108.5094528,135.0790558,16.15930367,25.30677986,12.8,55.04
4/14/2019 23:00,263.8628235,135.1351776,15.74331379,24.43616295,11.7,53.06
4/15/2019 0:00,0,131.4989166,15.21227455,23.02295113,10.6,51.08
4/15/2019 1:00,776.4085083,130.6837769,15.59642506,22.53194809,10,50
4/15/2019 2:00,539.3862915,131.9716949,14.84507179,22.37519836,10,50
4/15/2019 3:00,474.803009,131.6130371,16.33574295,22.40592003,11.7,53.06
4/15/2019 4:00,661.8491211,132.9294128,14.78973389,21.40126228,11.7,53.06
4/15/2019 5:00,583.1662598,132.1271667,14.75465393,22.67041397,11.7,53.06
4/15/2019 6:00,690.8563843,141.7132263,14.49447727,20.91648865,11.7,53.06
4/15/2019 7:00,620.3205566,89.00215912,13.86090946,29.0686779,11.1,51.98
4/15/2019 8:00,943.3536987,112.2140045,15.12151814,28.29143715,10,50
4/15/2019 9:00,642.9624023,122.1274796,15.90373325,26.96312332,9.4,48.92
4/15/2019 10:00,571.5370483,126.6995316,15.69476986,27.78349304,8.9,48.02
4/15/2019 11:00,689.1821289,122.2657547,15.0837822,24.7246418,10.6,51.08
4/15/2019 12:00,702.468689,127.7818985,13.54499626,29.72593117,17.2,62.96
4/15/2019 13:00,495.2009888,133.3867493,15.1459589,29.50395012,14,57.2
4/15/2019 14:00,424.1095886,134.3607178,15.93356514,23.21103859,14.4,57.92
4/15/2019 15:00,406.426178,137.7628021,15.18795013,23.76791382,13.3,55.94
4/15/2019 16:00,-455.8895569,120.4927139,15.98404217,33.81444168,15.6,60.08
4/15/2019 17:00,-452.5368347,130.1049347,17.66153908,30.11548615,16.1,60.98
4/15/2019 18:00,1286.161621,130.9216461,17.88305473,30.31333351,17.2,62.96
4/15/2019 19:00,420.5028687,124.6932526,17.88633919,32.74258804,19.4,66.92
4/15/2019 20:00,626.6751709,133.4680328,16.88489723,26.27255821,20.6,69.08
4/15/2019 21:00,410.6621399,124.8011932,16.28341866,25.95030785,15,59
4/15/2019 22:00,675.257019,137.3974609,16.27278137,26.35935211,15,59
4/15/2019 23:00,643.1751099,143.9959259,14.65444088,24.87709999,12.8,55.04
4/16/2019 0:00,620.8225708,140.4785767,15.84880543,23.84036064,11.7,53.06
4/16/2019 1:00,452.9450989,138.3233337,15.93465614,24.30827713,11.1,51.98
4/16/2019 2:00,416.0831299,135.4801025,15.14369297,23.56606483,10,50
4/16/2019 3:00,375.8464355,136.0541992,14.56567478,22.18973351,9.4,48.92
4/16/2019 4:00,395.0999451,134.9328613,14.74690342,20.82122803,8.3,46.94
4/16/2019 5:00,538.3649902,134.7455292,15.00757027,23.97680092,7.8,46.04
4/16/2019 6:00,432.9199829,134.8804474,15.94768047,22.70146561,7.8,46.04
4/16/2019 7:00,1723.088989,142.5479736,16.14569473,25.12111855,7.2,44.96
4/16/2019 8:00,2098.653564,138.3954468,15.58064938,28.85259438,7.2,44.96
4/16/2019 9:00,1523.105591,133.4378967,16.1552887,31.65718079,6.7,44.06
4/16/2019 10:00,1198.312378,137.1098175,17.46090317,34.75785065,6.7,44.06
4/16/2019 11:00,852.6992798,131.5777283,18.72062874,31.92235756,6.7,44.06
4/16/2019 12:00,962.7924194,128.3571777,18.84668159,31.23635864,6.1,42.98
4/16/2019 13:00,545.5834961,126.1748962,17.3836174,32.52552032,7.2,44.96
4/16/2019 14:00,489.1069641,127.9211273,18.20150185,32.37815094,8.3,46.94
4/16/2019 15:00,537.5927734,133.2607269,16.99661446,33.32670212,8.9,48.02
4/16/2019 16:00,672.4674072,136.7522736,16.63742256,35.32292938,10,50
4/16/2019 17:00,448.3891296,132.6300049,18.64949036,36.04653168,11.1,51.98
4/16/2019 18:00,404.8890991,128.1538391,17.36762238,34.53528595,12.8,55.04
4/16/2019 19:00,820.4875488,128.4064026,16.41859818,34.0111084,13.9,57.02
4/16/2019 20:00,728.2999878,122.3562851,16.30747795,29.20479584,14.4,57.92
4/16/2019 21:00,290.3919678,122.4453964,17.4618969,27.5093708,15,59
4/16/2019 22:00,563.1884766,123.7586899,17.19999504,27.89634323,16.1,60.98
4/16/2019 23:00,734.0668335,57.69799423,15.98650169,26.17651939,15.6,60.08
4/17/2019 0:00,691.8969727,73.26235199,16.01889038,26.16983986,15,59
4/17/2019 1:00,750.8377686,71.42829132,14.43347263,24.82139778,13.9,57.02
4/17/2019 2:00,601.3665771,73.18629456,16.76416779,25.24180603,12.8,55.04
4/17/2019 3:00,559.642334,73.92807007,15.9180069,23.72949791,10.6,51.08
4/17/2019 4:00,451.381958,74.10467529,16.26890945,24.12750816,9.4,48.92
4/17/2019 5:00,381.9039001,72.17281342,16.62230873,25.24376297,8.9,48.02
4/17/2019 6:00,641.8966675,73.55312347,15.71011066,22.16879272,8.9,48.02
4/17/2019 7:00,390.4331665,76.72637939,16.13665771,25.57513428,8.3,46.94
4/17/2019 8:00,471.44104,75.41326904,15.66505337,30.42219734,7.8,46.04
4/17/2019 9:00,500.7415771,63.73184967,17.25900269,31.6465435,7.2,44.96
4/17/2019 10:00,413.9357605,51.19101334,18.72975731,38.28141785,7.2,44.96
4/17/2019 11:00,648.1266479,27.17616463,20.94782257,39.14001465,7.8,46.04
4/17/2019 12:00,737.3672485,98.61062622,20.75381279,35.01965332,8.3,46.94
4/17/2019 13:00,906.3407593,134.488678,22.38417053,31.37838364,9.4,48.92
4/17/2019 14:00,735.3846436,138.5684052,20.11775589,36.38331223,11.1,51.98
4/17/2019 15:00,465.9853821,134.2277222,22.29468155,34.83774185,12.2,53.96
4/17/2019 16:00,392.8853149,134.6269379,21.98778152,34.01900101,13.3,55.94
4/17/2019 17:00,315.0349121,131.5397491,19.39030266,40.25561905,15,59
4/17/2019 18:00,654.1345825,137.7239227,18.62452126,36.20333481,15.6,60.08
4/17/2019 19:00,694.2888184,134.792099,19.34631157,36.15522385,13.3,55.94
4/17/2019 20:00,301.9955139,135.4116058,18.83490181,31.8421669,12.8,55.04
4/17/2019 21:00,300.8561096,140.1231537,17.50629044,29.57473183,11.7,53.06
4/17/2019 22:00,227.0437927,140.7636108,17.09681129,29.58381653,11.1,51.98
4/17/2019 23:00,610.7821655,65.33485413,16.19597435,27.97723579,10.6,51.08
4/18/2019 0:00,610.911377,61.0346756,16.27137375,25.29917717,11.7,53.06
4/18/2019 1:00,724.6993408,63.28065491,16.69716835,25.61535835,11.7,53.06
4/18/2019 2:00,632.5647583,67.80580139,16.2181778,25.17375946,10.6,51.08
4/18/2019 3:00,634.7897949,68.53182983,15.84911633,23.86299324,10,50
4/18/2019 4:00,669.6380615,69.71977997,15.69155312,25.03941536,9.4,48.92
4/18/2019 5:00,562.2422485,70.5887146,16.33901787,25.90946007,8.9,48.02
4/18/2019 6:00,444.3630981,69.90343475,15.7904911,24.08768082,8.3,46.94
4/18/2019 7:00,425.2553101,72.18975067,16.99813843,28.07279015,7.2,44.96
4/18/2019 8:00,415.3963928,73.10159302,17.49572563,32.47998047,6.1,42.98
4/18/2019 9:00,415.8226929,73.52485657,19.98725128,35.22079086,6.1,42.98
4/18/2019 10:00,574.5392456,83.56468964,22.43902206,41.18886566,6.7,44.06
4/18/2019 11:00,481.5027466,75.4719696,23.7783432,42.85185242,6.1,42.98
4/18/2019 12:00,485.4007874,66.22550964,22.62454605,43.15910339,7.8,46.04
4/18/2019 13:00,673.6991577,90.75942993,23.66179466,38.65226746,8.3,46.94
4/18/2019 14:00,492.2034607,126.0135574,23.09277534,41.30235291,8.3,46.94
4/18/2019 15:00,608.2235107,121.5596237,23.06171417,43.93500519,9.4,48.92
4/18/2019 16:00,508.7104797,124.1542282,22.33153915,41.21935272,9.4,48.92
4/18/2019 17:00,758.8209229,115.3489914,22.27741051,38.29970551,10,50
4/18/2019 18:00,694.6483765,126.9101944,21.23735046,36.87535095,10.6,51.08
4/18/2019 19:00,527.2185059,124.7799759,21.37721062,36.30528259,11.7,53.06
4/18/2019 20:00,269.3577271,122.4257813,19.86870003,31.02143478,11.1,51.98
4/18/2019 21:00,94.28071594,124.5783539,19.46008301,31.55507088,10.6,51.08
4/18/2019 22:00,203.9980927,123.8665314,18.63473701,30.17070007,10,50
4/18/2019 23:00,99.30136871,100.7734451,16.6307888,29.07794952,10,50
4/19/2019 0:00,416.9824829,125.4473877,18.15408707,25.89993286,10,50
4/19/2019 1:00,794.9408569,130.8332367,15.42043209,24.46880531,10.6,51.08
4/19/2019 2:00,591.5350952,128.3140564,16.81487274,24.36471176,10,50
4/19/2019 3:00,430.9928284,134.6959534,15.56704903,23.49420357,12.8,55.04
4/19/2019 4:00,437.4112549,137.6927185,14.97686386,20.73448753,16.1,60.98
4/19/2019 5:00,378.2589722,117.9270096,16.36105919,19.8828907,17.2,62.96
4/19/2019 6:00,430.5946045,118.1957855,15.40825081,19.12329102,17.2,62.96
4/19/2019 7:00,453.5499268,112.2132111,15.82571983,22.22840118,17.8,64.04
4/19/2019 8:00,423.6628113,95.3646698,16.50360107,25.57605553,18.3,64.94
4/19/2019 9:00,491.8366394,14.28723717,20.04913139,26.43291283,18.9,66.02
4/19/2019 10:00,447.6044006,129.7791901,20.2098217,27.14116287,18.3,64.94
4/19/2019 11:00,431.8258362,139.9970551,21.61149979,25.5719986,18.3,64.94
4/19/2019 12:00,431.9207458,140.7834015,21.18269348,27.72694397,19,66.2
4/19/2019 13:00,385.4391479,136.9507141,21.99043274,32.26002884,20,68
4/19/2019 14:00,490.5376282,26.49527931,21.88439751,38.13582993,21.1,69.98
4/19/2019 15:00,408.229187,98.91857147,21.9453392,31.94135475,22.2,71.96
4/19/2019 16:00,413.2483521,133.1210785,20.47746468,31.20497704,22.8,73.04
4/19/2019 17:00,404.3450928,114.4026718,20.36300278,30.87595177,23.9,75.02
4/19/2019 18:00,440.7606506,126.1523285,18.81891823,24.29887962,23.3,73.94
4/19/2019 19:00,442.4616699,127.2014923,17.63954163,27.54696274,23.9,75.02
4/19/2019 20:00,332.3536072,126.655899,16.78674889,25.80016708,24.4,75.92
4/19/2019 21:00,402.1204529,122.8331451,17.81477547,25.79650497,25,77
4/19/2019 22:00,456.5823669,126.885498,15.62269497,26.33664322,23.3,73.94
4/19/2019 23:00,394.3210754,133.7412262,16.53549194,25.40040016,22.2,71.96
4/20/2019 0:00,385.0583801,133.608551,15.64536095,20.73822021,20,68
4/20/2019 1:00,452.6524353,133.3966217,15.66281319,20.49186134,19.4,66.92
4/20/2019 2:00,452.8475647,130.8337708,16.52232552,21.38191223,19.4,66.92
4/20/2019 3:00,453.1261597,133.7682648,15.55629063,19.86262131,18.9,66.02
4/20/2019 4:00,428.6570435,133.0705109,16.19521332,20.57702827,18.9,66.02
4/20/2019 5:00,420.3816223,133.8950195,15.68801308,20.11672974,18.9,66.02
4/20/2019 6:00,426.9122925,136.3894806,15.62848186,20.22120285,19.4,66.92
4/20/2019 7:00,396.9837341,133.3672485,16.4485817,21.29243279,18.9,66.02
4/20/2019 8:00,419.1990051,131.1451721,15.46947289,27.49827194,19.4,66.92
4/20/2019 9:00,434.8994751,131.6961975,15.66365337,29.47292519,19.4,66.92
4/20/2019 10:00,404.9938049,131.5576172,16.47049904,30.57070351,18.9,66.02
4/20/2019 11:00,445.0079041,126.5184021,16.68699646,29.74357033,18.9,66.02
4/20/2019 12:00,385.8456116,115.8677368,17.21450424,30.05691147,18.9,66.02
4/20/2019 13:00,385.2591553,95.48731995,17.67978477,30.73951721,19.4,66.92
4/20/2019 14:00,461.1395264,93.45619202,17.20347023,31.19763756,19.4,66.92
4/20/2019 15:00,467.0498047,90.32603455,16.98069382,31.87812042,19.4,66.92
4/20/2019 16:00,438.5929871,89.73097992,17.1033802,28.95404625,20,68
4/20/2019 17:00,403.8048706,91.45094299,17.17255592,28.48112679,21.7,71.06
4/20/2019 18:00,435.5924683,95.74672699,17.21671486,29.18223763,22.2,71.96
4/20/2019 19:00,425.0568542,113.3862686,17.14484406,28.04650879,22.8,73.04
4/20/2019 20:00,405.9179688,124.2854691,16.64299774,26.40835381,21.1,69.98
4/20/2019 21:00,415.2030945,122.0155563,17.47219276,25.98890877,20.6,69.08
4/20/2019 22:00,450.8835144,125.8375015,16.74141312,25.3868103,21.1,69.98
4/20/2019 23:00,401.677063,133.6647949,16.35945129,25.31628036,18.9,66.02
4/21/2019 0:00,461.752594,135.3137817,15.53622913,20.34015083,18.9,66.02
4/21/2019 1:00,429.4136963,138.9984283,15.94095135,20.65161133,18.3,64.94
4/21/2019 2:00,472.2277832,139.2868042,16.47799492,21.12570763,17.2,62.96
4/21/2019 3:00,431.2342529,135.3839417,15.15267372,20.24326897,16.7,62.06
4/21/2019 4:00,452.4745789,136.1311188,15.29785633,20.204422,17.8,64.04
4/21/2019 5:00,444.6078491,129.9691925,15.20412922,20.72610474,16.7,62.06
4/21/2019 6:00,457.7382202,129.167099,15.80966759,19.5773468,16.7,62.06
4/21/2019 7:00,464.3301697,127.312355,15.61554813,20.97762108,17.8,64.04
4/21/2019 8:00,429.2203674,128.8524475,15.04723358,24.88320351,16.7,62.06
4/21/2019 9:00,422.5852966,130.1316833,16.28389359,26.52448273,15,59
4/21/2019 10:00,449.454071,131.5875092,16.5035305,26.33222389,15,59
4/21/2019 11:00,347.2343445,135.945816,17.52880478,26.0067215,15,59
4/21/2019 12:00,456.164856,133.1330414,16.49736786,26.64485168,13.9,57.02
4/21/2019 13:00,399.1663513,137.5163269,16.90328598,25.1061058,15.6,60.08
4/21/2019 14:00,404.9645691,136.805542,16.81365395,25.39605904,16.1,60.98
4/21/2019 15:00,447.2218323,135.488266,16.82338142,26.40171623,16.1,60.98
4/21/2019 16:00,433.0492249,137.2146454,18.23381805,23.31751633,16,60.8
4/21/2019 17:00,397.3517151,131.5239258,18.31415939,23.02068138,16.1,60.98
4/21/2019 18:00,407.6787109,140.0621033,17.4575634,22.39711189,16.1,60.98
4/21/2019 19:00,410.6549683,133.0770721,17.0832653,23.68429756,13.3,55.94
4/21/2019 20:00,392.3261719,131.0207062,16.77186775,25.88847923,14.4,57.92
4/21/2019 21:00,484.1995239,128.0513916,17.08789063,25.81395912,13.3,55.94
4/21/2019 22:00,408.7767944,121.8693771,16.26745415,24.56799507,16.1,60.98
4/21/2019 23:00,390.1769714,117.8154068,17.35549736,22.92401886,20.6,69.08
4/22/2019 0:00,-147.8540344,124.1191864,16.48987007,21.55308342,17.8,64.04
4/22/2019 1:00,446.7513123,130.7207489,17.59180069,21.45181274,17.2,62.96
4/22/2019 2:00,738.5092163,133.5856934,16.94377136,20.56719208,16.1,60.98
4/22/2019 3:00,510.0212708,135.542038,16.0498333,19.99697876,15.6,60.08
4/22/2019 4:00,588.2432251,136.5180206,17.57831573,21.498106,13.9,57.02
4/22/2019 5:00,448.4546204,138.5548096,16.60448837,23.07193184,13.9,57.02
4/22/2019 6:00,455.1151123,137.5505371,16.84339523,21.22488976,12.8,55.04
4/22/2019 7:00,432.1570129,133.1183624,17.81534004,25.76837158,12.2,53.96
4/22/2019 8:00,462.4761658,128.8280029,16.95845032,27.44315147,11.7,53.06
4/22/2019 9:00,439.0732117,130.0776062,20.3886795,32.82819748,12.2,53.96
4/22/2019 10:00,415.5415649,134.2592621,21.46018028,34.84340286,11.1,51.98
4/22/2019 11:00,561.6184692,126.9201279,21.47067451,36.35027695,10,50
4/22/2019 12:00,456.4830627,131.9176941,22.59510994,34.5118866,10,50
4/22/2019 13:00,66.13332367,128.337265,20.51211548,36.60692596,10,50
4/22/2019 14:00,783.019104,130.3729706,21.81529808,36.43387985,11.7,53.06
4/22/2019 15:00,668.1643677,133.0004425,22.38763618,39.47647476,12.8,55.04
4/22/2019 16:00,615.0145264,133.6400146,21.37106895,37.38711548,13.3,55.94
4/22/2019 17:00,220.5839233,127.0547943,21.12290001,38.39619446,13.3,55.94
4/22/2019 18:00,475.4672241,127.4123306,20.27588463,36.51196671,14.4,57.92
4/22/2019 19:00,452.151062,131.9727631,20.33827591,35.79108047,11.7,53.06
4/22/2019 20:00,601.362854,131.2304688,19.24999428,30.11242294,11.1,51.98
4/22/2019 21:00,595.6477661,133.3279114,19.64738274,30.23998642,12.2,53.96
4/22/2019 22:00,593.5610962,128.9035339,18.31392288,28.12340546,12.2,53.96
4/22/2019 23:00,744.7327881,131.2380981,18.54142761,27.83819008,11.7,53.06
4/23/2019 0:00,678.1871338,133.334549,17.53190804,24.30639839,12.2,53.96
4/23/2019 1:00,519.7637939,121.3585434,16.52987671,24.98325348,12.2,53.96
4/23/2019 2:00,488.0464172,125.9298706,16.9417305,22.60886574,12.8,55.04
4/23/2019 3:00,594.8001709,126.1287613,16.38693237,23.7596283,12,53.6
4/23/2019 4:00,488.4643555,124.446312,15.57196712,22.95920181,11.1,51.98
4/23/2019 5:00,559.0751953,124.4485626,16.70023727,24.11600876,10,50
4/23/2019 6:00,588.1358032,127.333931,16.10546684,22.88493156,9,48.2
4/23/2019 7:00,636.5247803,124.4207382,16.84507561,25.25813866,8.9,48.02
4/23/2019 8:00,637.8884888,129.3599701,18.22354698,29.8124218,8.9,48.02
4/23/2019 9:00,654.7186279,80.40363312,17.92224693,30.38464737,8.9,48.02
4/23/2019 10:00,548.5532227,119.7429428,21.94705772,35.08885193,10,50
4/23/2019 11:00,576.2504272,124.8391953,22.78901672,36.54289627,10,50
4/23/2019 12:00,540.0119629,125.0212631,22.74277115,36.82231903,11,51.8
4/23/2019 13:00,635.5444946,124.0751343,22.09926224,38.02933884,10,50
4/23/2019 14:00,595.6268921,124.907135,22.30554581,38.31458664,9.4,48.92
4/23/2019 15:00,586.3390503,127.6987228,22.67383766,37.09737396,10,50
4/23/2019 16:00,724.8570557,126.1335449,23.54462242,38.34206009,11.7,53.06
4/23/2019 17:00,735.5739746,127.5990295,21.79823685,36.1088562,13,55.4
4/23/2019 18:00,557.4403076,130.3751831,18.87656212,35.51639175,12.8,55.04
4/23/2019 19:00,903.5934448,132.6458282,18.7365818,32.62443161,11.1,51.98
4/23/2019 20:00,672.1543579,132.6352234,18.96647072,28.46449661,10.6,51.08
4/23/2019 21:00,690.204834,133.3862457,19.59954453,29.06965446,9.4,48.92
4/23/2019 22:00,709.4918213,131.8445282,17.86108017,29.16801643,8.9,48.02
4/23/2019 23:00,636.5886841,133.2639618,17.66539574,27.90559387,9,48.2
4/24/2019 0:00,585.9904785,135.7497711,19.81692505,22.95999146,8.3,46.94
4/24/2019 1:00,492.1515503,135.8246307,17.78598022,22.00502777,8.3,46.94
4/24/2019 2:00,433.5547791,135.5463867,17.73949814,21.54927254,8.3,46.94
4/24/2019 3:00,412.3378906,135.035675,17.78405571,21.39414787,8.3,46.94
4/24/2019 4:00,406.5514832,132.7984314,18.33194923,21.33992958,8.3,46.94
4/24/2019 5:00,461.1783142,131.0533295,17.09137726,21.29636002,8.3,46.94
4/24/2019 6:00,409.4830933,131.0576477,17.63116646,21.33208656,8.3,46.94
4/24/2019 7:00,451.0600586,128.9621735,17.27667809,25.16943932,8.3,46.94
4/24/2019 8:00,441.0210571,125.7256622,18.10205078,28.11787796,8.9,48.02
4/24/2019 9:00,552.3380127,122.8467865,19.0491848,31.09091759,10,50
4/24/2019 10:00,456.8914185,118.8979187,20.92840958,34.88141251,10.6,51.08
4/24/2019 11:00,752.194458,118.4352341,21.65066528,33.53316498,11.1,51.98
4/24/2019 12:00,634.7859497,124.9077682,22.10564041,35.04640961,11.7,53.06
4/24/2019 13:00,444.2435608,129.4570465,21.89124489,36.10415268,12.2,53.96
4/24/2019 14:00,352.2666931,135.002594,23.07216454,35.88987732,12.2,53.96
4/24/2019 15:00,454.1473083,135.3396149,21.92624664,32.52402115,14,57.2
4/24/2019 16:00,443.7565918,132.7110748,22.12192917,30.98440933,16.1,60.98
4/24/2019 17:00,416.2340088,129.6486969,21.14543915,33.64717484,17.2,62.96
4/24/2019 18:00,498.7976379,126.5461121,21.5905323,33.06928253,18.3,64.94
4/24/2019 19:00,444.9797058,121.0080338,19.94244957,31.97831345,18.9,66.02
4/24/2019 20:00,-75.64590454,121.8331299,19.80990028,33.43687439,19.4,66.92
4/24/2019 21:00,-165.2756348,129.4064026,19.93345833,30.70255089,19.4,66.92
4/24/2019 22:00,141.2131195,134.1320496,20.19688225,28.00116158,18.3,64.94
4/24/2019 23:00,681.8816528,135.8101959,19.77511787,26.65608406,17.8,64.04
4/25/2019 0:00,-409.5099487,89.78765106,18.0906105,23.71578407,9.4,48.92
4/25/2019 1:00,317.8329773,86.88505554,17.44569969,24.5230732,8.9,48.02
4/25/2019 2:00,172.7731476,90.60862732,17.61958313,23.70426559,8.9,48.02
4/25/2019 3:00,281.7662964,93.353508,16.8519268,22.21367455,8.9,48.02
4/25/2019 4:00,527.2077637,100.4778366,17.75572205,23.21452522,10,50
4/25/2019 5:00,489.4972229,104.6513748,16.99135208,23.83089638,11.1,51.98
4/25/2019 6:00,553.069519,109.3335419,17.02333069,23.41443062,10.6,51.08
4/25/2019 7:00,640.8034668,108.0969543,17.19756508,26.13958549,10,50
4/25/2019 8:00,575.4238892,96.00293732,19.17980766,31.07025146,9.4,48.92
4/25/2019 9:00,584.277771,73.73808289,20.50761223,31.43155861,8.9,48.02
4/25/2019 10:00,756.2096558,64.4810791,23.99397659,37.42352295,8.3,46.94
4/25/2019 11:00,692.1901245,26.30633545,22.51119995,37.35979843,8.3,46.94
4/25/2019 12:00,464.6734009,14.02046585,23.51495552,40.89927673,9.4,48.92
4/25/2019 13:00,412.9471741,35.04627991,22.18985176,37.60945892,10.6,51.08
4/25/2019 14:00,425.6965637,70.9982605,21.44516182,36.34690857,11.7,53.06
4/25/2019 15:00,339.3604431,95.7304306,22.18727684,38.10543442,12.2,53.96
4/25/2019 16:00,847.0727539,97.95323944,21.38673782,33.27132034,11.7,53.06
4/25/2019 17:00,839.4594727,92.63290405,20.92432022,35.77487564,12.2,53.96
4/25/2019 18:00,834.989563,97.26753235,20.2277832,36.95439529,12.2,53.96
4/25/2019 19:00,20.40610123,100.2827377,19.94470787,34.384655,11.7,53.06
4/25/2019 20:00,380.1092529,109.0156631,20.10698128,29.47514153,11.7,53.06
4/25/2019 21:00,515.0435181,107.5320816,18.03388977,27.53803635,11.1,51.98
4/25/2019 22:00,445.525116,106.540657,17.4546299,25.58414268,11.1,51.98
4/25/2019 23:00,688.5564575,96.61295319,17.12705803,24.42093086,10,50
4/26/2019 0:00,602.7127075,88.90715027,17.2420826,24.10908127,11.1,51.98
4/26/2019 1:00,516.2176514,84.67490387,16.90498161,22.37405968,11.1,51.98
4/26/2019 2:00,588.0976563,85.15792084,16.68067169,22.51839256,10.6,51.08
4/26/2019 3:00,710.0095825,86.72665405,15.62232018,21.88420296,10.6,51.08
4/26/2019 4:00,600.9002686,84.13800812,15.78875256,21.91505814,10,50
4/26/2019 5:00,400.9361572,84.3140564,16.087286,22.18815041,10,50
4/26/2019 6:00,476.7477722,84.50102234,17.00999832,22.15295792,9.4,48.92
4/26/2019 7:00,522.1205444,82.09255981,16.9805069,25.58877945,9.4,48.92
4/26/2019 8:00,450.7998962,79.52690887,18.45815468,32.17551041,8.9,48.02
4/26/2019 9:00,629.3742676,98.47697449,20.01841164,33.19620895,9.4,48.92
4/26/2019 10:00,532.0533447,110.305191,22.11629486,35.03865433,9.4,48.92
4/26/2019 11:00,773.8800049,111.6110764,22.77047539,35.27902222,9.4,48.92
4/26/2019 12:00,455.1212769,116.0470734,23.3555584,36.82551575,9.4,48.92
4/26/2019 13:00,-904.2589111,117.4034424,21.26525307,36.31181335,9.4,48.92
4/26/2019 14:00,-1261.274048,115.6939087,23.20701981,36.5818634,9.4,48.92
4/26/2019 15:00,-1039.657593,108.68396,22.34580231,38.43665314,9.4,48.92
4/26/2019 16:00,-1629.708496,115.7573776,23.09847069,38.79003525,8.9,48.02
4/26/2019 17:00,-1643.179321,127.7194519,21.08974457,38.53840637,8.9,48.02
4/26/2019 18:00,-301.6278076,125.7020798,19.7986927,36.25356293,8.9,48.02
4/26/2019 19:00,-1668.013672,125.7081757,18.32883835,32.9716835,8.3,46.94
4/26/2019 20:00,-1369.744507,127.9726791,18.36982918,28.69535065,8.3,46.94
4/26/2019 21:00,-1501.383301,131.8575745,18.87533188,29.45455933,8.3,46.94
4/26/2019 22:00,-1418.880005,127.1546783,19.00213242,26.64558601,7.8,46.04
4/26/2019 23:00,-1457.786743,129.6632233,17.37148666,27.26910973,7.8,46.04
4/27/2019 0:00,-1224.773438,126.8810654,17.44359398,23.80961609,7.8,46.04
4/27/2019 1:00,-891.8554688,124.1719666,17.29684639,23.51964569,7.8,46.04
4/27/2019 2:00,-1316.719604,127.1580124,16.6680088,23.60001373,7.8,46.04
4/27/2019 3:00,-981.8618774,127.3612518,16.06913376,22.20211792,8.3,46.94
4/27/2019 4:00,-1230.82605,126.5280457,16.58277321,23.78601265,8,46.4
4/27/2019 5:00,-855.2429199,129.4785004,16.62619972,24.19849777,8.3,46.94
4/27/2019 6:00,-1384.370239,123.8600235,16.26635933,24.12820244,9,48.2
4/27/2019 7:00,-1336.684692,127.0044403,16.53064346,24.11898994,10,50
