,date,energy_type,1,10,11,12,13,14,16,17,18,2,24,26,3,31,32,32P,33,34,35,36,37,38,39,4,41,42_43_N16_E40,44,46,48,5,50,51,54,56,57,62_64,66,68,6C,6_6B,76,7_7A,8,9,Briggs Field Operating,DKE,E1,E14,E15,E17,E18,E19,E2,E23,E25,E28,E33,E34,E38,E40,E51,E52,E53,E55,E60,E62,E62P,E94,KS,Main Campus Area,N10,N4,N42,N51,N52,N57,N9,NE45,NE46,NE47,NE48,NE49,NW10,NW12_NW12A,NW13,NW14,NW15,NW16,NW17,NW21,NW22,NW23,NW30,NW32,NW35,NW36,NW61,NW62,NW86,Northwest Campus Area,OC19_ABCDEFGHJKLMNQ,OC22,OC23,PBE,Parking Areas,TXI,Utilities To Fraternities,W1,W11,W13,W15,W16,W20,W2_W4,W31,W32,W33,W34,W35,W41,W45,W5,W51,W51C,W53_W53A_W53B_W53C_W53D,W56,W59,W61,W64,W7,W70,W71,W79,W8,W84,W85_W85ABC_W85DE_W85FG_W85HJK,W89,W91,W92,W97,W98,WW15
176,2013-01-01,Fuel Oil #2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,2013-01-01,Gas,,,,,0.1027,,1.8486,,2.054,,,,,3.1837,51.35,,,,,0.0001027,0.5135,,0.1027,146.6556,0.0001027,446746.029054,0.0001027,0.4108,,,8.3187,,2.054,2.2594,11.6051,28.9614,2.054,5.2377,,11.6051,1.2324,0.1027,11.6051,,,,0.1027,,,,4.0053,,5.5458,0.0001027,0.0001027,,85.3437,80.6195,4.2107,7.7025,0.0001027,55.1499,0.2054,,,67.2685,,,,,126.0129,,,502.6138,1118.5057,0.0001027,19.6157,,,,,,936.624,161.3417,,-5.135000000000001,,429.7995,212.3836,1090.5713,318.37,,6.0593,,25.8804,,378.0387,2.9783,1683.3557,,1911.68,,,,,,,,143.3692,,,0.0001027,38.4098,,0.0001027,,,36.3558,,,,16.3293,13.6591,,220.4969,,180.752,,,,10.5781,80.6195,,316.7268,14.2753,21.7724,83.187,390.0546,63.2632,,209.1999,201.9082
178,2013-01-01,Steam,613.8,774.4,144.1,304.7,5716.7,826.1,3334.1,114.4,4361.5,647.9,399.3,1890.9,862.4,342.1,3925.9,,597.3,145.2,884.4,2299.0,1790.8,1546.6,1851.3,878.9,139.7,-111060.40000000001,86.9,8912.2,1309.0,435.6,397.1,,1483.9,4436.3,211.2,1260.6,2729.1,4965.4,1687.4,487.3,5302.0,641.3,349.8,405.9,,0.0,100.1,1075.8,584.1,1640.1,1931.6,1288.1,545.6,674.3,1708.3,,,257.4,247.5,320.1,925.1,1749.0,1395.9,1453.1,196.9,574.2,,,,,,,,,,,,,,,,,,,999.9,1734.7,199.1,,,,,,437.8,,1339.8,,,,,,,,,0.0,,0.0,0.0,1575.2,,449.9,45.1,502.7,1447.6,1169.3000000000002,171.6,616.0,445.5,935.0,2181.3,,,159.5,1228.7,80.3,,,,1135.2,,1122.0,762.3,875.6,1690.7,,1283.7,1999.8,,,,,,
179,2013-02-01,Chilled Water,285.012,547.692,114.744,111.492,1482.732,105.84,442.896,,1258.92,478.092,194.004,320.808,843.276,344.232,1508.748,,66.588,0.108,222.672,974.496,201.66,607.608,1427.76,87.768,143.424,-25192.428,,311.424,286.86,362.016,,,,664.356,,,461.724,441.732,795.204,190.86,1157.112,288.6,140.184,44.7,,,1.704,347.904,293.868,267.768,724.428,267.756,23.592,683.304,683.304,,,143.424,129.984,153.504,378.456,153.528,,,4.536,121.14,,,,,,,,,,,,,,,,,,286.848,344.232,831.888,86.04,,,81.744,,,227.64,,148.512,,,,,,,,,,,,,,,,11.208,144.972,179.424,,,,,0.012,1424.688,,,,,,,,,,,,,,131.676,,,,,,,,,
180,2013-02-01,Electricity,270.504141,341.375086,63.358932,174.240476,2103.94385,279.732893,914.776151,47.345136,1858.624236,285.337039,310.224635,667.6237560000001,380.17407,119.984015,2740.639,341.3,899.560997,151.158357,163.230138,1411.183349,626.0977849999999,435.918599,1983.857445,387.160481,256.343604,-33941.162658,52.5602,3913.100064,423.594256,192.039271,46.744448,43.41336,823.785571,1188.345166,183.817354,306.968633,1094.231691,3421.375502,121.345802,214.732308,2746.30458,530.950171,154.059407,279.408658,7.8499,,39.508888,755.0818810000001,707.675311,794.522509,893.837396,794.522509,194.40448,585.128133,1365.295564,,19.088909,137.363011,148.26072,538.735224,357.64827,308.170009,255.975,428.566997,130.499468,616.206911,75.086,,,7.765712000000001,36.55323,32.156548,,136.063736,302.855944,67.598544,19.365362,,,1448.51133,63.464735,710.8869440000001,300.52896,467.58048,,987.56928,,173.3296,306.138288,810.6912,241.70608,,193.66512,,605.094316,,55.13792,45.58432,803.491883412,0.723344,1212.481902,9.563226,0.259388,,17.032704,,,564.520439,64.00912,109.949795,15.140068,126.799776,975.609463,320.89026,511.349312,343.3478,169.202888,537.175483,820.846978,,86.96929,15.976253,239.066998,,79.908569,86.072447,74.067696,374.945354,,390.901129,195.285034,208.60256,529.564493,110.5812,296.524853,329.180437,72.06144,1881.156862,871.3429120000001,,367.513347412,61.96192
181,2013-02-01,Fuel Oil #2,,,,,,,,,,,,,,,,,,,,,,,,,,32274.553999999982,,,,,,155.42853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,2013-02-01,Fuel Oil #6,,,,,,,,,,,,,,,,,,,,,,,,,,15891.7836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,2013-02-01,Gas,,,,,0.1027,,0.2054,,0.3081,,,,,37.5882,54.7391,,,,,0.0001027,0.7189,,0.1027,156.6175,0.0001027,234880.041162,0.0001027,1.027,,,12.4267,,0.3081,0.3081,12.4267,22.0805,0.3081,4.5188,,12.4267,1.3351,0.2054,12.4267,,,,0.0001027,,,,0.4108,,2.2594,0.001027,0.001027,,129.5047,147.2718,5.4431,8.6268,0.0001027,28.8587,0.1027,,,41.6962,,,,,185.9897,,,698.6681,1555.846461,0.0001027,49.9122,,,,,,1473.745,321.0402,,5.3405027,,624.2106,368.8984,1363.5479,520.3809,,5.5458,,23.2102,,572.3471,283.2466,2318.6579,,1910.856,,,,,,,,207.454,,,0.8216,42.4151,,0.0001027,,,29.5776,,,,14.1726,7.7025,,389.0276,,315.5971,,,,6.8809,3.2864,,480.9441,14.4807,23.0048,160.9309,528.8023,195.2327,,402.0705,386.3574
184,2013-02-01,Steam,3056.9,3857.7,716.1,1515.8,6850.8,4110.7,4057.9,102.3,5156.8,3224.1,815.1,2216.5,4295.5,1705.0,4503.4,,539.0,722.7,1049.4,2538.8,2097.7,1802.9,1963.5,4374.7,699.6,-164523.69999999998,432.3,11282.7,1474.0,2170.3,1975.6,,1620.3,5498.9,1048.3,1507.0,3246.1,4965.4,1654.4,2426.6,6275.5,3191.1,1741.3,2021.8,,,499.4,1195.7,713.9,1597.2,2543.2,1695.1,663.3,784.3,2040.5,,,481.8,264.0,330.0,1200.1,1938.2,1439.9,1768.8,225.5,886.6,,,,,,,,,,,,,,,,,,,1310.1,2273.7,260.7,,,,,,633.6,,1658.8,,,,,,,,,,,,,1641.2,,485.1,48.4,378.4,1623.6,1423.4,728.2,616.0,445.5,1017.5,2374.9,,,190.3,1534.5,80.3,,,,1417.9,,1366.2,952.6,1093.4,2066.9,,1563.1,2255.0,,,,,,
185,2013-03-01,Chilled Water,288.42,578.22,181.224,118.452,1490.832,89.568,358.164,,1067.748,416.184,176.82,304.344,843.504,543.696,1311.768,,59.532,0.168,220.056,742.464,193.284,897.696,1124.664,88.392,226.536,-23651.808,,57.576,453.072,394.656,,,,537.24,,,430.428,709.764,683.148,204.672,951.684,290.904,135.456,62.46,,,2.592,17.328,247.956,140.1,544.02,140.1,26.916,399.132,399.132,,,226.536,117.336,132.36,385.44,155.532,,,5.412,114.936,,,,,,,,,,,,,,,,,,453.084,543.696,1313.928,135.924,,,59.976,,,139.296,,125.928,,,,,,,,,,,,,,,,16.044,242.544,128.76,,,,,0.024,1056.708,,,,,,,,,,,,,,148.272,,,,,,,,,
186,2013-03-01,Electricity,343.0065,432.874203,80.338607,165.991255,1608.157818,260.811221,837.806175,47.491895,1672.250545,361.815543,280.176583,601.360361,482.072598,106.594816,2324.253,341.3,902.325527,136.18552599999998,148.987689,1295.424628,567.4897490000001,392.63152,1727.408038,490.932746,256.343604,-34395.894244,40.6147,3569.4553330000003,345.081604,243.510724,42.328026,43.41336,753.924874,1072.890202,183.817354,246.640445,966.237365,3421.375502,153.871692,272.285727,2491.138461,491.1307,195.349881,254.190001,7.8499,,38.60103,725.0952629999999,528.16175,638.254891,718.037179,638.254891,164.800118,348.747166,813.741112,,19.754444,271.852276,337.887,483.328582,306.784331,281.180005,460.755,365.006698,117.588089,551.656842,75.086,,,7.407452,27.88421,61.680138,,138.097288,307.37343200000004,63.381312,18.90802,,,1474.924537,77.946094,725.221544,340.65408,463.07664,,1098.11808,,198.51016,319.77264,3508.631252,272.68704,,203.90112,,698.781012,,58.6864,42.03584,999.238323412,4.971284,1067.296295,17.733947999999998,0.194541,,16.773392,,,579.199752,71.37904,88.744826,12.819228,124.127397,908.57473,306.156339,399.003591,343.3478,169.202888,554.721716,760.726983,,9.965208,16.034274,243.65407,,62.826504,71.758325,88.889424,354.460528,,362.692684,173.650027,251.1968,538.018494,68.80608,263.398275,275.596337,70.69664,1644.902176,924.624704,,425.810779412,64.41856
187,2013-03-01,Fuel Oil #2,,,,,,,,,,,,,,,,,,,,,,,,,,1409.9999999999998,,,,,,48.363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,2013-03-01,Fuel Oil #6,,,,,,,,,,,,,,,,,,,,,,,,,,37326.41178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,2013-03-01,Gas,,,,,0.1027,,0.6162,,0.7189,,,,,125.294,62.9551,,,,,0.001027,0.6162,,0.001027,180.4439,0.0001027,232518.96241079998,0.0001027,0.4108,,,16.6374,,0.7189,0.9243,14.378,37.2801,0.7189,6.0593,,14.378,1.6432,0.2054,14.378,,,,1.2324,,,,1.3351,,6.7782,0.001027,0.001027,,150.7636,146.2448,6.0593,9.8592,0.0001027,51.8635,0.5135,,,70.7603,,,,,206.3243,,,668.6797,1488.4311,0.0001027,42.4151,,,,,,1268.345,285.3006,,16.9455,,554.9908,386.8709,1145.7212,486.1818,,7.4971,,31.2208,,626.0592,231.3831,2661.8813,,2078.539897,,,,,,,,218.751,,,0.0001027,52.5824,,0.0001027,,,55.458,,,,22.7994,15.3023,,409.0541,,307.3811,,,,12.8375,91.3003,,452.2908,18.1779,27.2155,157.6445,491.1114,168.6334,,460.1987,401.6597
190,2013-03-01,Steam,2031.7,2564.1,476.3,1007.6,6550.5,2732.4,3652.0,89.1,4700.3,2143.9,666.6,2058.1,2855.6,1133.0,4052.4,,469.7,480.7,941.6,2656.5,2053.7,1493.8,1910.7,2908.4,465.3,-141329.1,287.1,9751.5,1328.8,1442.1,1313.4,,1443.2,5131.5,697.4,1372.8,3091.0,4965.4,1454.2,1612.6,5520.9,2120.8,1157.2,1344.2,,,332.2,1112.1,585.2,1526.8,2235.2,1489.4,632.5,690.8,1742.4,,,385.0,155.1,299.2,1115.4,1764.4,1406.9,1686.3,199.1,798.6,,,,,,,,,,,,,,,,,,,1380.5,2396.9,275.0,,,,,,546.7,,1636.8,,,,,,,,,,,,,1661.0,,561.0,56.1,512.6,1536.7,1356.3,728.2,616.0,445.5,968.0,2259.4,,,173.8,1456.4,80.3,,,,1346.4,,1302.4,904.2,1038.4,1879.9,,1490.5,2123.0,,,,,,
191,2013-04-01,Chilled Water,342.312,457.248,209.136,128.58,1476.828,118.584,320.94,,1121.172,419.712,190.668,383.868,878.916,627.396,1411.704,,55.224,0.072,251.448,988.14,186.9,1035.012,1322.124,108.888,261.42,-25734.012,,313.836,522.828,445.536,,,,481.416,,,609.864,983.208,788.964,246.348,1110.852,293.076,183.48,78.996,,,1.992,108.336,256.848,29.964,402.804,29.964,46.212,344.412,344.412,,,261.408,177.648,116.244,306.456,155.604,,,7.284,145.092,,,,,,,,,,,,,,,,,,522.828,627.396,1516.212,156.852,,,131.7,,,143.376,,165.912,,,,,,,,,,,,,,,,20.952,282.624,159.912,,,,,,738.432,,,,,,,,,,,,,,178.44,,,,,,,,,
192,2013-04-01,Electricity,523.390376,660.511064,122.588134,178.793418,1725.059894,293.695476,945.33274,52.966347,1902.570024,552.090293,310.613717,691.695645,735.579999,119.984015,2464.186,341.3,1006.39131,152.363146,165.684085,1507.743945,640.401668,439.24286100000006,2112.636761,749.098892,256.343604,-35800.141939999994,41.6386,4021.090797,374.184255,371.566484,53.239386999999994,43.41336,837.980238,1234.185169,183.817354,298.333743,1090.5354120000002,3421.375502,234.790509,415.474729,2846.056331,561.418022,298.081181,268.743033,7.8499,,39.194892,842.847176,571.9914960000001,696.538692,783.607735,696.538692,189.226959,506.048923,1180.781958,,18.894368,200.629792,,550.032254,314.09839,319.310041,38.9082,351.016811,131.489238,633.531299,75.086,,,6.008532,25.29033,26.611708,,141.396692,314.719468,59.314208,22.890991,,,1325.67746,63.021045,621.657472,292.7496,510.16224,,1035.8832,,177.0828,288.24576,806.5968,233.79024,,187.52352,,603.517972,,52.13536,,828.672443412,4.609612,1165.396154,,0.146759,,13.180556,,,624.254765,70.15072,91.591268,14.392621,124.397024,1054.006073,331.904011,445.092743,343.3478,169.202888,594.16917,855.830228,,8.44658,17.928489,280.156105,,75.471669,50.730832,89.01225600000001,370.440194,,379.08191,186.220106,244.64384,566.923191,54.06192,251.29919,259.18322,58.41344,1390.971563,819.69888,,382.785459412,56.366240000000005
193,2013-04-01,Fuel Oil #2,,,,,,,,,,,,,,,,,,,,,,,,,,2819.9999999999995,,,,,,30.1458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,2013-04-01,Fuel Oil #6,,,,,,,,,,,,,,,,,,,,,,,,,,7907.96664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,2013-04-01,Gas,,,,,5.4431,,1.1297,,1.2324,,,,,77.2304,55.8688,,,,,0.9243,0.6162,,2.7729,159.5958,0.001027,265596.57820540003,0.001027,0.4108,,,16.5347,,1.2324,1.5405,12.6321,30.5019,1.2324,5.9566,,12.6321,1.3351,0.1027,12.6321,,,,1.4378,,,,0.5135,,5.3404,0.001027,0.001027,,97.1542,93.9705,4.8269,8.8322,0.001027,58.1282,1.782872,,,71.4792,,,,,163.8065,,,548.0072,1219.8706,0.001027,28.6533,,,,,,107.2188,210.0215,,14.2753,,451.0584,294.2355,1087.2849,352.5691,,6.3674,,28.8587,,499.7382,,1917.6144,,1745.026102999999,,,,,,,,154.4608,,,0.1027,48.7825,,0.001027,,,53.3013,,,,17.8698,13.8645,,278.9332,,278.1116,,,,11.3997,86.0626,,374.6496,16.9455,24.7507,92.43,417.4755,87.0896,,263.4255,283.0412
196,2013-04-01,Steam,2127.4,2684.0,498.3,1053.8,6055.5,2860.0,3424.3,80.3,4306.5,2242.9,524.7,1862.3,2988.7,1185.8,3419.9,,419.1,502.7,940.5,2550.9,1939.3,1475.1,2131.8,3043.7,486.2,-137352.6,300.3,9137.7,1265.0,1510.3,1375.0,,1368.4,3859.9,729.3,1350.8,3020.6,6031.3,1599.4,1688.5,5512.1,2219.8,1211.1,1406.9,,,347.6,1168.2,514.8,1672.0,1862.3,1240.8,581.9,667.7,1806.2,,,374.0,244.2,315.7,974.6,1658.8,1301.3,1549.9,177.1,739.2,,,,,,,,,,,,,,,,,,,1447.6,2512.4,288.2,,,,,,478.5,,1548.8,,,,,,,,,,,,,1387.1,,499.4,50.6,473.0,1395.9,1246.3000000000002,728.2,616.0,445.5,1133.0,2643.3,,,170.5,1181.4,80.3,,,,1092.3,,1196.8,733.7,842.6,1838.1,,1369.5,2151.6,,,,,,
197,2013-05-01,Chilled Water,407.148,389.82,134.04,119.136,915.204,336.9,653.928,,1614.204,297.372,229.908,564.312,1115.892,402.132,1899.588,,70.02,42.972,362.16,1338.972,263.928,1298.892,1895.832,121.092,167.556,-36976.74,,1374.096,335.112,569.304,,,1832.148,980.88,,,1396.92,1059.864,1735.236,309.12,1735.08,264.036,179.94,95.064,,,7.44,444.384,283.032,188.172,908.136,188.16,82.392,592.536,592.536,,,167.556,240.384,156.18,291.972,271.14,39.24,,15.504,226.596,,,,,,,,,,,,,,,,,,335.112,402.132,971.808,100.524,,,374.712,,,174.144,,292.572,,,,,,,,,,,,,,,,25.74,330.048,637.356,,,,,212.292,1738.2,,,,,,,,,,,,,,178.932,,,,,,,,,
198,2013-05-01,Electricity,519.857921,656.057099,121.762188,170.134637,1808.012859,286.152746,912.677156,52.034598,1837.207661,548.36671,293.750084,676.86616,730.62091,159.550924,2796.608787,341.3,988.647123,145.260693,159.090169,1461.880051,624.0738759999999,418.700014,2049.011615,744.047652,256.343604,-30121.099243,39.5908,3954.059477,381.474423,369.061342,56.297435,43.41336,790.532712,1185.201793,183.817354,250.565395,1045.569137,2853.33626,233.21029,412.672656,2719.986937,552.987912,296.070924,225.097589,7.8499,,38.287034,828.789029,585.486498,583.039377,655.920579,583.039377,165.397393,498.922579,1164.150409,,15.198089,205.964311,53.764989,384.727012,314.668361,319.572842,247.7838,316.961897,124.185418,624.766715,75.086,,,5.8242840000000005,23.99339,21.517021999999997,,148.630132,330.824108,55.110624,20.460935,,,1473.282884,54.737694,528.550832,282.10416000000004,507.7056,,1016.23008,,177.90168,325.09536,1295.181552,244.57216,,196.12176,,614.664976,,61.416,,761.217203412,4.70856,1081.118945,8.617825,0.430038,,12.634636,,,608.961112,71.652,83.970039,12.163932,123.461862,1038.671464,297.927596,410.785267,343.3478,169.202888,220.414953,829.949449,,191.02501,16.409704,216.155529,,58.270149,47.317832,91.837392,363.334328,,340.129341,164.827422,235.90656,560.919724,54.47148,244.660905,283.490606,71.78848,1343.889228,838.860672,,361.074903412,56.91216
199,2013-05-01,Fuel Oil #2,,,,,,,,,,,,,,,,,,,,,,,,,,2397.5639999999994,,,,,,60.0519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,2013-05-01,Gas,,,,,0.4108,,1.5405,,1.7459,,,,,46.215,50.2203,,,,,0.0001027,0.6162,,0.0001027,143.8827,0.0001027,226156.69720539998,0.0001027,0.5135,,,13.2483,,1.7459,1.8486,11.3997,29.064100000000003,1.7459,6.162,,11.3997,1.3351,0.2054,11.3997,,,,0.3081,,,,0.3081,,5.5458,0.0001027,0.0001027,,50.4257,69.7333,4.6215,8.7295,0.0001027,55.2526,0.1027,,,67.6793,,,,,104.9594,,,380.4008,846.6588,0.0001027,10.27,,,,,,797.979,193.2814,,15.1996,,297.83,198.5191,734.6131,207.2486,,6.9836,,27.5236,,393.7518,,1215.968,,1207.16,,,,,,,,129.7101,,,0.2054,47.8582,,0.0001027,,,57.512,,,,16.1239,12.324,,187.941,,210.6377,,,,10.7835,79.6952,,344.7639,16.5347,24.7507,78.6682,359.45,43.5448,,56.6904,143.5746
201,2013-05-01,Steam,1162.7,1468.5,271.7,576.4,2924.9,1564.2,2336.4,49.5,3357.2,1227.6,178.2,1169.3,1634.6,649.0,2454.1,,257.4,275.0,792.0,1315.6,1298.0,1097.8,1608.2,1665.4,266.2,-95942.0,163.9,7782.5,949.3,826.1,752.4,,1139.6,3262.6,399.3,1028.5,2393.6,3843.4,2025.1,922.9,4591.4,1214.4,662.2,768.9,,,190.3,960.3,378.4,1620.3,1350.8,900.9,363.0,508.2,1478.4,,,310.2,192.5,254.1,584.1,1211.1,946.0,965.8,119.9,521.4,,,,,,,,,,,,,,,,,,,1356.3,2352.9,269.5,,,,,,379.5,,1089.0,,,,,,,,,,,,,1005.4,,286.0,28.6,304.7,964.7,776.6,431.2,616.0,445.5,867.9,2025.1,,,129.8,1038.4,,,,,959.2,,745.8,303.6,740.3,1208.9,,853.6,1581.8,,,,,,
202,2013-06-01,Chilled Water,472.908,857.952,59.64,227.172,1665.24,464.34,1535.172,,2768.028,869.616,363.084,825.348,1480.596,178.932,2606.7960000000003,,120.984,129.168,529.74,1848.396,565.488,1656.348,2902.62,157.764,74.556,-63486.084,,5358.48,149.1,728.292,,,3604.44,2302.752,,,1660.836,2414.556,1386.396,605.004,4157.556,450.276,369.276,87.684,,,13.932,1496.292,486.132,275.292,1605.528,275.28,188.508,1679.064,1679.064,,,74.556,151.488,498.816,529.356,839.124,463.848,,56.676,505.428,,,,,,,,,,,,,,,,,,149.1,178.92,432.408,44.736,,,727.896,,,222.408,,604.248,,,,,,,,,,,,,,,,5.28,447.9,1272.516,,,,,196.32,2511.684,,,,,,,,,,,,,,239.748,,,,,,,,,
203,2013-06-01,Electricity,248.384488,313.460159,58.174585,177.059614,1791.019532,291.173269,926.779672,53.717207,1874.716531,262.005771,301.350835,716.5047420000001,349.085053,137.711137,2558.76023,341.3,1020.606455,148.168569,160.260828,1484.163528,651.514396,426.949235,2206.0812880000003,355.501493,256.343604,-14626.698331999998,45.7342,3988.790165,449.928964,176.332645,68.004025,43.41336,812.877623,1206.352154,183.817354,269.510958,1104.569668,2844.346418,111.424211,197.172423,2755.878045,560.92655,141.458611,226.582244,7.8499,,42.522567,830.516007,707.6207029999999,554.199527,623.476601,554.199527,174.987923,634.050075,1479.446762,,12.556427,229.903093,,446.130295,374.358318,328.026843,286.692,331.484212,126.75882,638.213935,75.086,,,4.7904480000000005,30.10266,19.094262,,144.948584,322.631896,39.5792,27.594105,,,1349.001902,47.826369,480.987264,295.61568,471.26544,,1103.85024,,230.51472,386.265696,1113.65974,301.07488,,173.60256,,626.2350680000001,,55.41088,,735.047163412,3.234576,1167.9286,4.747483,2.235515,,11.8567,,,692.821935,89.53088,91.540073,13.877258,134.322028,1009.285534,295.200609,452.150827,343.3478,169.202888,327.549023,852.505966,,57.150126,17.088891,209.141814,,20.276633,30.64874,82.584048,378.167226,,393.454053,191.479539,238.09088,537.0833319999999,48.73764,282.234622,264.630368,75.06400000000001,1711.82428,840.061696,,362.054147412,51.8624
204,2013-06-01,Gas,,,,,10.064600000000006,,1.8485999999999996,,2.054,,,,,18.5887,46.7285,,,,,1.7459,0.4108,,5.0323,133.8181,0.0001027,184146.235,0.0001027,0.4108,,,17.4591027,,2.054,2.2594,10.5781,29.680300000000003,2.054,6.0593,,10.5781,1.5405,,10.5781,,,,1.3351,,,,0.1027,,6.2647,0.1027,0.0001027,,11.7078,32.6586,4.3134,7.8052,0.0001027,67.6793,0.2054,,,69.836,,,,,53.1986,,,185.3735,412.4432,0.0001027,0.9243,,,,,,39.2314,85.5491,47.6528,-45.0853,,148.2988,104.6513,359.45,49.6041,,6.3674,,29.3722,,43.5448,,452.0854,,440.119,,,,,,,,94.1759,,,0.0001027,49.0906,,0.0001027,,,49.3987,,,,15.8158,13.1456,,85.6518,,65.9334,,,,10.5781,77.3331,,138.9531,17.3563,24.7507,30.7073,232.3074,15.405,,40.3611,29.5776
205,2013-06-01,Steam,1054.9,1331.0,246.4,522.5,1482.8,1417.9,1857.9,38.5,2519.0,1112.1,110.0,676.5,1481.7,587.4,1521.3,,202.4,249.7,660.0,624.8,1134.1,864.6,1157.2,1509.2,240.9,-72822.2,149.6,7013.6,597.3,748.0,682.0,,944.9,2459.6,361.9,144.1,1482.8,2956.8,1185.8,837.1,4002.9,1101.1,600.6,697.4,,,172.7,819.5,344.3,1255.1,1049.4,699.6,210.1,387.2,1318.9,,,224.4,2.2,227.7,389.4,974.6,756.8,558.8,86.9,382.8,,,,,,,,,,,,,,,,,,,1395.9,2423.3,277.2,,,,,,238.7,,580.8,,,,,,,,,,,,,640.2,,126.5,13.2,191.4,587.4,448.8,431.2,616.0,445.5,657.8,1534.5,,,18.7,600.6,,,,,554.4,,431.2,29.7,427.9,640.2,,493.9,588.5,,,,,,
206,2013-07-01,Chilled Water,471.72,899.0999999999999,401.868,309.192,2640.24,909.456,2483.856,,4026.792,922.776,448.344,1086.54,1419.744,741.432,4093.908,,227.772,221.556,683.376,2375.532,1012.728,1965.96,3739.272,129.864,899.52,-97281.564,,10147.44,237.276,819.348,,,,3725.796,,,2385.576,4634.52,2217.84,877.284,7373.232,626.376,540.264,121.164,,,39.06,2751.432,1043.208,397.956,2648.64,397.944,223.932,3505.74,3505.74,,,837.492,212.736,819.444,740.712,1006.776,891.24,,130.392,764.364,,,,,,,,,,,,,,,,,,392.64,934.8,383.436,774.456,,,848.1,,,347.412,,1037.508,,,,,,,,,,,,,,,,0.012,536.364,1893.336,,,,,243.9,3084.372,,,,,,,,530.052,,,,,,541.704,,,,,,,,,
207,2013-07-01,Electricity,827.232701,1043.961614,193.75601,182.192766,1727.981422,267.507527,896.345951,50.669398,1841.886884,872.594884,291.480439,685.391834,1162.611146,170.339417,2378.861,341.3,962.745866,142.796507,147.871638,1386.391317,617.060161,411.290391,2031.359579,1183.976526,256.343604,-23806.006586000003,49.1472,4047.524482,364.13297,587.271497,51.986816000000005,43.41336,782.778376,1160.703279,183.817354,252.476675,1043.947962,2829.448673,371.09549,656.671439,2655.7952330000003,514.192341,471.127107,209.469462,7.8499,,41.601057,768.3755160000001,587.913141,522.311868,587.599145,522.311868,180.41118,533.810265,1245.560698,,12.140041,203.288519,96.738072,367.576687,294.459988,306.86283,208.8756,284.889936,120.881634,602.4388690000001,75.086,,,5.247656,23.31079,16.05375,,178.331592,396.931608,59.477984,19.314167,,,1353.646995,49.031158,520.96032,270.23040000000003,504.83952,,982.656,,266.34072000000003,411.28248,884.3904,261.08624000000003,,151.49280000000002,,529.607228,,52.271840000000005,,1021.586923412,3.2652840000000003,1244.212563,3.443717,1.157007,,12.82912,,,663.951368,73.6992,56.870819,10.880644,113.700682,902.506416,238.848566,327.671891,343.3478,169.202888,293.374654,807.648907,,42.638001,8.593934,183.571618,,23.095771,18.522351,85.491072,340.429685,,275.589511,212.503619,64.43744,418.457691,29.89788,223.920104,287.258558,83.25280000000001,1366.773393,773.077312,,417.6390394120001,69.87776
