BUILDING_NUMBER,BUILDING_NAME_LONG,BUILDING_GROUP_LEVEL1,CLUSTER_NUM,BUILDING_TYPE,BUILDING_USE,SITE,CAMPUS_SECTOR,YEAR_CONST_BEGAN,YEAR_OCCUPIED,LATITUDE_WGS,LONGITUDE_WGS,OWNERSHIP_TYPE,BUILDING_HEIGHT,NUM_OF_ROOMS,EXT_GROSS_AREA,ASSIGNABLE_AREA,NON_ASSIGNABLE_AREA,BLDG_SRV,CIRCULAT,CLASSRMS,GENERAL,HEALTH,LABS,MECHANIC,OFFICES,RESIDENT,SPECIAL,STUDY,SUPPORT,UNCLASS,USEABLE_AREA,STRUCT_AREA,LEVEL3_CATEGORY,LEVEL2_CATEGORY,NUMBER_OF_UNITS,UNIT_OF_MEASURE,START_DATE,END_DATE,START_DATE_USE
57,MIT Alumni Pool,Non-CUP,Special,SERVICE,STAC,MIT,MAIN GROUP,1939,1940,42.36114229,-71.09014001,OWNED,41.1,52,39121.04,22725.98,10516.52,204.55,2774.07,0,116.99,0,0,7537.9,149.66,0,22459.33,0,0,0,33242.5,5878.54,Water,Purchased,148,CCF,5/1/2019,5/31/2019,2/1/2019
57,MIT Alumni Pool,Non-CUP,Special,SERVICE,STAC,MIT,MAIN GROUP,1939,1940,42.36114229,-71.09014001,OWNED,41.1,52,39121.04,22725.98,10516.52,204.55,2774.07,0,116.99,0,0,7537.9,149.66,0,22459.33,0,0,0,33242.5,5878.54,Water,Purchased,263,CCF,8/1/2019,8/31/2019,5/1/2019
57,MIT Alumni Pool,Non-CUP,Special,SERVICE,STAC,MIT,MAIN GROUP,1939,1940,42.36114229,-71.09014001,OWNED,41.1,52,39121.04,22725.98,10516.52,204.55,2774.07,0,116.99,0,0,7537.9,149.66,0,22459.33,0,0,0,33242.5,5878.54,Water,Purchased,202,CCF,11/1/2019,11/30/2019,8/1/2019
57,MIT Alumni Pool,Non-CUP,Special,SERVICE,STAC,MIT,MAIN GROUP,1939,1940,42.36114229,-71.09014001,OWNED,41.1,52,39121.04,22725.98,10516.52,204.55,2774.07,0,116.99,0,0,7537.9,149.66,0,22459.33,0,0,0,33242.5,5878.54,Water,Purchased,132,CCF,2/1/2020,2/29/2020,11/1/2019
66,Ralph Landau Building,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1973,1976,42.36092016,-71.08902925,OWNED,74.3,322,133709.64,71189.31,46958.45,2560.65,26710.23,5398.95,1217.61,0,39387.27,17687.57,24506.34,0,0,0,679.14,0,118147.76,15561.88,Water,Purchased,506,CCF,5/1/2019,5/31/2019,2/1/2019
66,Ralph Landau Building,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1973,1976,42.36092016,-71.08902925,OWNED,74.3,322,133709.64,71189.31,46958.45,2560.65,26710.23,5398.95,1217.61,0,39387.27,17687.57,24506.34,0,0,0,679.14,0,118147.76,15561.88,Water,Purchased,897,CCF,8/1/2019,8/31/2019,5/1/2019
66,Ralph Landau Building,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1973,1976,42.36092016,-71.08902925,OWNED,74.3,322,133709.64,71189.31,46958.45,2560.65,26710.23,5398.95,1217.61,0,39387.27,17687.57,24506.34,0,0,0,679.14,0,118147.76,15561.88,Water,Purchased,691,CCF,11/1/2019,11/30/2019,8/1/2019
66,Ralph Landau Building,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1973,1976,42.36092016,-71.08902925,OWNED,74.3,322,133709.64,71189.31,46958.45,2560.65,26710.23,5398.95,1217.61,0,39387.27,17687.57,24506.34,0,0,0,679.14,0,118147.76,15561.88,Water,Purchased,451,CCF,2/1/2020,2/29/2020,11/1/2019
68,David H. Koch Biology Building,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1991,1994,42.36162167,-71.08863856,OWNED,104.8,960,260390.37,155141.39,81485.49,3395.48,52340.18,750.76,1834.5,0,120204.95,25749.83,21144.66,0,10820.38,0,386.14,0,236626.88,23763.49,Water,Purchased,2300,CCF,5/1/2019,5/31/2019,2/1/2019
68,David H. Koch Biology Building,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1991,1994,42.36162167,-71.08863856,OWNED,104.8,960,260390.37,155141.39,81485.49,3395.48,52340.18,750.76,1834.5,0,120204.95,25749.83,21144.66,0,10820.38,0,386.14,0,236626.88,23763.49,Water,Purchased,1800,CCF,8/1/2019,8/31/2019,5/1/2019
68,David H. Koch Biology Building,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1991,1994,42.36162167,-71.08863856,OWNED,104.8,960,260390.37,155141.39,81485.49,3395.48,52340.18,750.76,1834.5,0,120204.95,25749.83,21144.66,0,10820.38,0,386.14,0,236626.88,23763.49,Water,Purchased,1700,CCF,11/1/2019,11/30/2019,8/1/2019
68,David H. Koch Biology Building,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1991,1994,42.36162167,-71.08863856,OWNED,104.8,960,260390.37,155141.39,81485.49,3395.48,52340.18,750.76,1834.5,0,120204.95,25749.83,21144.66,0,10820.38,0,386.14,0,236626.88,23763.49,Water,Purchased,2100,CCF,2/1/2020,2/29/2020,11/1/2019
76,David H. Koch Institute For Integrative Cancer Research,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,2005,2010,42.36229582,-71.08927563,OWNED,0,932,367688.6,205329.56,124326.6,5146.07,62525.49,0,7133.71,0,142978.59,56655.04,35059.14,0,11406.13,0,8751.99,0,329656.16,38032.44,Water,Purchased,3369,CCF,5/1/2019,5/31/2019,2/1/2019
76,David H. Koch Institute For Integrative Cancer Research,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,2005,2010,42.36229582,-71.08927563,OWNED,0,932,367688.6,205329.56,124326.6,5146.07,62525.49,0,7133.71,0,142978.59,56655.04,35059.14,0,11406.13,0,8751.99,0,329656.16,38032.44,Water,Purchased,6184,CCF,8/1/2019,8/31/2019,5/1/2019
76,David H. Koch Institute For Integrative Cancer Research,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,2005,2010,42.36229582,-71.08927563,OWNED,0,932,367688.6,205329.56,124326.6,5146.07,62525.49,0,7133.71,0,142978.59,56655.04,35059.14,0,11406.13,0,8751.99,0,329656.16,38032.44,Water,Purchased,2280,CCF,11/1/2019,11/30/2019,8/1/2019
76,David H. Koch Institute For Integrative Cancer Research,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,2005,2010,42.36229582,-71.08927563,OWNED,0,932,367688.6,205329.56,124326.6,5146.07,62525.49,0,7133.71,0,142978.59,56655.04,35059.14,0,11406.13,0,8751.99,0,329656.16,38032.44,Water,Purchased,3760,CCF,2/1/2020,2/29/2020,11/1/2019
42_43_N16_E40,Utility Production Buildings,CUP,Mechanical,NA,NA,MIT,NA,NA,NA,NA,NA,OWNED,NA,159,126283.75,13420.16,101941.31,104.49,6748.29,0,554.75,0,261.86,100034.04,4674.16,0,0,0,7929.39,42,120348.98,5934.77,Water,Purchased,28593,CCF,5/1/2019,5/31/2019,2/1/2019
42_43_N16_E40,Utility Production Buildings,CUP,Mechanical,NA,NA,MIT,NA,NA,NA,NA,NA,OWNED,NA,159,126283.75,13420.16,101941.31,104.49,6748.29,0,554.75,0,261.86,100034.04,4674.16,0,0,0,7929.39,42,120348.98,5934.77,Water,Purchased,52335,CCF,8/1/2019,8/31/2019,5/1/2019
42_43_N16_E40,Utility Production Buildings,CUP,Mechanical,NA,NA,MIT,NA,NA,NA,NA,NA,OWNED,NA,159,126283.75,13420.16,101941.31,104.49,6748.29,0,554.75,0,261.86,100034.04,4674.16,0,0,0,7929.39,42,120348.98,5934.77,Water,Purchased,90531,CCF,11/1/2019,11/30/2019,8/1/2019
42_43_N16_E40,Utility Production Buildings,CUP,Mechanical,NA,NA,MIT,NA,NA,NA,NA,NA,OWNED,NA,159,126283.75,13420.16,101941.31,104.49,6748.29,0,554.75,0,261.86,100034.04,4674.16,0,0,0,7929.39,42,120348.98,5934.77,Water,Purchased,23240,CCF,2/1/2020,2/29/2020,11/1/2019
6_6B,George Eastman Research,Non-CUP,Lab & Mixed Use,NA,NA,MIT,NA,NA,NA,NA,NA,OWNED,NA,316,91926.37,54532.3,24921.54,244.59,17651.48,1605.16,0,0,20964.51,7025.47,31129.7,0,0,0,832.93,0,79453.84,12472.53,Water,Purchased,348,CCF,5/1/2019,5/31/2019,2/1/2019
6_6B,George Eastman Research,Non-CUP,Lab & Mixed Use,NA,NA,MIT,NA,NA,NA,NA,NA,OWNED,NA,316,91926.37,54532.3,24921.54,244.59,17651.48,1605.16,0,0,20964.51,7025.47,31129.7,0,0,0,832.93,0,79453.84,12472.53,Water,Purchased,617,CCF,8/1/2019,8/31/2019,5/1/2019
6_6B,George Eastman Research,Non-CUP,Lab & Mixed Use,NA,NA,MIT,NA,NA,NA,NA,NA,OWNED,NA,316,91926.37,54532.3,24921.54,244.59,17651.48,1605.16,0,0,20964.51,7025.47,31129.7,0,0,0,832.93,0,79453.84,12472.53,Water,Purchased,475,CCF,11/1/2019,11/30/2019,8/1/2019
6_6B,George Eastman Research,Non-CUP,Lab & Mixed Use,NA,NA,MIT,NA,NA,NA,NA,NA,OWNED,NA,316,91926.37,54532.3,24921.54,244.59,17651.48,1605.16,0,0,20964.51,7025.47,31129.7,0,0,0,832.93,0,79453.84,12472.53,Water,Purchased,310,CCF,2/1/2020,2/29/2020,11/1/2019
62_64,Alumni House,Non-CUP,Residential,NA,NA,MIT,NA,NA,NA,NA,NA,OWNED,NA,675,150586.63,98620.43,36524.08,7905.61,23192.34,0,12185.62,0,0,5426.13,644.35,84792.19,0,0,998.27,0,135144.51,15442.12,Water,Purchased,799,CCF,5/1/2019,5/31/2019,2/1/2019
62_64,Alumni House,Non-CUP,Residential,NA,NA,MIT,NA,NA,NA,NA,NA,OWNED,NA,675,150586.63,98620.43,36524.08,7905.61,23192.34,0,12185.62,0,0,5426.13,644.35,84792.19,0,0,998.27,0,135144.51,15442.12,Water,Purchased,1030,CCF,8/1/2019,8/31/2019,5/1/2019
62_64,Alumni House,Non-CUP,Residential,NA,NA,MIT,NA,NA,NA,NA,NA,OWNED,NA,675,150586.63,98620.43,36524.08,7905.61,23192.34,0,12185.62,0,0,5426.13,644.35,84792.19,0,0,998.27,0,135144.51,15442.12,Water,Purchased,1095,CCF,11/1/2019,11/30/2019,8/1/2019
62_64,Alumni House,Non-CUP,Residential,NA,NA,MIT,NA,NA,NA,NA,NA,OWNED,NA,675,150586.63,98620.43,36524.08,7905.61,23192.34,0,12185.62,0,0,5426.13,644.35,84792.19,0,0,998.27,0,135144.51,15442.12,Water,Purchased,972,CCF,2/1/2020,2/29/2020,11/1/2019
6C,PDSI,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,2007,2007,42.35967294,-71.09083617,OWNED,92,123,51288.87,16131.89,27823.8,628.83,17644.77,0,0,0,8373.34,9550.2,7472.32,0,0,0,286.23,0,43955.69,7333.18,Water,Purchased,194,CCF,5/1/2019,5/31/2019,2/1/2019
6C,PDSI,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,2007,2007,42.35967294,-71.09083617,OWNED,92,123,51288.87,16131.89,27823.8,628.83,17644.77,0,0,0,8373.34,9550.2,7472.32,0,0,0,286.23,0,43955.69,7333.18,Water,Purchased,344,CCF,8/1/2019,8/31/2019,5/1/2019
6C,PDSI,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,2007,2007,42.35967294,-71.09083617,OWNED,92,123,51288.87,16131.89,27823.8,628.83,17644.77,0,0,0,8373.34,9550.2,7472.32,0,0,0,286.23,0,43955.69,7333.18,Water,Purchased,265,CCF,11/1/2019,11/30/2019,8/1/2019
6C,PDSI,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,2007,2007,42.35967294,-71.09083617,OWNED,92,123,51288.87,16131.89,27823.8,628.83,17644.77,0,0,0,8373.34,9550.2,7472.32,0,0,0,286.23,0,43955.69,7333.18,Water,Purchased,173,CCF,2/1/2020,2/29/2020,11/1/2019
7_7A,William Barton Rogers Buildings,Non-CUP,Lab & Mixed Use,NA,NA,MIT,NA,NA,NA,NA,NA,OWNED,NA,401,119055.36,65380.47,39133.38,796.45,25877.16,950.01,2977.13,0,14039.92,12459.77,29113.03,0,0,16691.43,1608.95,0,104513.85,14541.51,Water,Purchased,451,CCF,5/1/2019,5/31/2019,2/1/2019
7_7A,William Barton Rogers Buildings,Non-CUP,Lab & Mixed Use,NA,NA,MIT,NA,NA,NA,NA,NA,OWNED,NA,401,119055.36,65380.47,39133.38,796.45,25877.16,950.01,2977.13,0,14039.92,12459.77,29113.03,0,0,16691.43,1608.95,0,104513.85,14541.51,Water,Purchased,799,CCF,8/1/2019,8/31/2019,5/1/2019
7_7A,William Barton Rogers Buildings,Non-CUP,Lab & Mixed Use,NA,NA,MIT,NA,NA,NA,NA,NA,OWNED,NA,401,119055.36,65380.47,39133.38,796.45,25877.16,950.01,2977.13,0,14039.92,12459.77,29113.03,0,0,16691.43,1608.95,0,104513.85,14541.51,Water,Purchased,615,CCF,11/1/2019,11/30/2019,8/1/2019
7_7A,William Barton Rogers Buildings,Non-CUP,Lab & Mixed Use,NA,NA,MIT,NA,NA,NA,NA,NA,OWNED,NA,401,119055.36,65380.47,39133.38,796.45,25877.16,950.01,2977.13,0,14039.92,12459.77,29113.03,0,0,16691.43,1608.95,0,104513.85,14541.51,Water,Purchased,402,CCF,2/1/2020,2/29/2020,11/1/2019
Briggs Field Operating,Briggs Field Operating,Non-CUP,Support Areas & Parking,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Water,Purchased,41,CCF,5/1/2019,5/31/2019,2/1/2019
Briggs Field Operating,Briggs Field Operating,Non-CUP,Support Areas & Parking,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Water,Purchased,584,CCF,8/1/2019,8/31/2019,5/1/2019
Briggs Field Operating,Briggs Field Operating,Non-CUP,Support Areas & Parking,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Water,Purchased,3320,CCF,11/1/2019,11/30/2019,8/1/2019
Briggs Field Operating,Briggs Field Operating,Non-CUP,Support Areas & Parking,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Water,Purchased,35,CCF,2/1/2020,2/29/2020,11/1/2019
E14,Building E14,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,EAST,NA,NA,42.36046359,-71.08733249,OWNED,NA,360,173875.21,77946.22,80319.92,3062.62,32041.13,1574.07,1535.18,0,50568.44,45216.17,23084.26,0,0,0,1184.27,0,158266.14,15609.07,Water,Purchased,990,CCF,5/1/2019,5/31/2019,2/1/2019
E14,Building E14,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,EAST,NA,NA,42.36046359,-71.08733249,OWNED,NA,360,173875.21,77946.22,80319.92,3062.62,32041.13,1574.07,1535.18,0,50568.44,45216.17,23084.26,0,0,0,1184.27,0,158266.14,15609.07,Water,Purchased,1001,CCF,8/1/2019,8/31/2019,5/1/2019
E14,Building E14,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,EAST,NA,NA,42.36046359,-71.08733249,OWNED,NA,360,173875.21,77946.22,80319.92,3062.62,32041.13,1574.07,1535.18,0,50568.44,45216.17,23084.26,0,0,0,1184.27,0,158266.14,15609.07,Water,Purchased,1176,CCF,11/1/2019,11/30/2019,8/1/2019
E14,Building E14,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,EAST,NA,NA,42.36046359,-71.08733249,OWNED,NA,360,173875.21,77946.22,80319.92,3062.62,32041.13,1574.07,1535.18,0,50568.44,45216.17,23084.26,0,0,0,1184.27,0,158266.14,15609.07,Water,Purchased,1009,CCF,2/1/2020,2/29/2020,11/1/2019
E15,Wiesner Building,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,EAST,1982,1984,42.36083844,-71.08763489,OWNED,68.5,465,120331.42,79107.56,32098.06,2030.13,17313.64,6123.58,6833.04,0,34316.51,12754.29,31460.9,0,0,175.61,197.92,0,111205.62,9125.8,Water,Purchased,126,CCF,5/1/2019,5/31/2019,2/1/2019
E15,Wiesner Building,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,EAST,1982,1984,42.36083844,-71.08763489,OWNED,68.5,465,120331.42,79107.56,32098.06,2030.13,17313.64,6123.58,6833.04,0,34316.51,12754.29,31460.9,0,0,175.61,197.92,0,111205.62,9125.8,Water,Purchased,158,CCF,8/1/2019,8/31/2019,5/1/2019
E15,Wiesner Building,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,EAST,1982,1984,42.36083844,-71.08763489,OWNED,68.5,465,120331.42,79107.56,32098.06,2030.13,17313.64,6123.58,6833.04,0,34316.51,12754.29,31460.9,0,0,175.61,197.92,0,111205.62,9125.8,Water,Purchased,120,CCF,11/1/2019,11/30/2019,8/1/2019
E15,Wiesner Building,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,EAST,1982,1984,42.36083844,-71.08763489,OWNED,68.5,465,120331.42,79107.56,32098.06,2030.13,17313.64,6123.58,6833.04,0,34316.51,12754.29,31460.9,0,0,175.61,197.92,0,111205.62,9125.8,Water,Purchased,169,CCF,2/1/2020,2/29/2020,11/1/2019
E17,Seely G Mudd Building,Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,EAST,1932,1975,42.36148439,-71.08788625,OWNED,82.8,325,80477.33,51184.51,21059.96,2179.81,8014.35,1475.04,0,0,8743,10865.8,38185.96,0,2530.82,0,249.69,0,72244.47,8232.86,Water,Purchased,1998,CCF,5/1/2019,5/31/2019,2/1/2019
E17,Seely G Mudd Building,Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,EAST,1932,1975,42.36148439,-71.08788625,OWNED,82.8,325,80477.33,51184.51,21059.96,2179.81,8014.35,1475.04,0,0,8743,10865.8,38185.96,0,2530.82,0,249.69,0,72244.47,8232.86,Water,Purchased,2823.51,CCF,8/1/2019,8/31/2019,5/1/2019
E17,Seely G Mudd Building,Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,EAST,1932,1975,42.36148439,-71.08788625,OWNED,82.8,325,80477.33,51184.51,21059.96,2179.81,8014.35,1475.04,0,0,8743,10865.8,38185.96,0,2530.82,0,249.69,0,72244.47,8232.86,Water,Purchased,2780,CCF,11/1/2019,11/30/2019,8/1/2019
E17,Seely G Mudd Building,Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,EAST,1932,1975,42.36148439,-71.08788625,OWNED,82.8,325,80477.33,51184.51,21059.96,2179.81,8014.35,1475.04,0,0,8743,10865.8,38185.96,0,2530.82,0,249.69,0,72244.47,8232.86,Water,Purchased,2501.08,CCF,2/1/2020,2/29/2020,11/1/2019
E18,Horace Sayford Ford Building (E18),Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,EAST,1920,1964,42.361767,-71.08779281,OWNED,88.3,408,115069.29,70945.79,34660.11,1209.09,15274.65,0,568.96,0,18591.89,18176.37,37053.07,0,2721.39,0,12010.48,0,105605.9,9463.39,Water,Purchased,659,CCF,5/1/2019,5/31/2019,2/1/2019
E18,Horace Sayford Ford Building (E18),Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,EAST,1920,1964,42.361767,-71.08779281,OWNED,88.3,408,115069.29,70945.79,34660.11,1209.09,15274.65,0,568.96,0,18591.89,18176.37,37053.07,0,2721.39,0,12010.48,0,105605.9,9463.39,Water,Purchased,2.34,CCF,8/1/2019,8/31/2019,5/1/2019
E18,Horace Sayford Ford Building (E18),Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,EAST,1920,1964,42.361767,-71.08779281,OWNED,88.3,408,115069.29,70945.79,34660.11,1209.09,15274.65,0,568.96,0,18591.89,18176.37,37053.07,0,2721.39,0,12010.48,0,105605.9,9463.39,Water,Purchased,1,CCF,11/1/2019,11/30/2019,8/1/2019
E18,Horace Sayford Ford Building (E18),Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,EAST,1920,1964,42.361767,-71.08779281,OWNED,88.3,408,115069.29,70945.79,34660.11,1209.09,15274.65,0,568.96,0,18591.89,18176.37,37053.07,0,2721.39,0,12010.48,0,105605.9,9463.39,Water,Purchased,0.72,CCF,2/1/2020,2/29/2020,11/1/2019
E19,Horace Sayford Ford Building (E19),Non-CUP,Office & Mixed Use,SERVICE,AER,MIT,EAST,1920,1964,42.36212904,-71.08795245,OWNED,81,735,150661.42,100262.31,39446.54,3224.19,22232.07,585.21,1197.77,0,10440.6,13990.28,78463.58,0,0,0,8181.97,1393.18,139708.85,10952.57,Water,Purchased,213,CCF,5/1/2019,5/31/2019,2/1/2019
E19,Horace Sayford Ford Building (E19),Non-CUP,Office & Mixed Use,SERVICE,AER,MIT,EAST,1920,1964,42.36212904,-71.08795245,OWNED,81,735,150661.42,100262.31,39446.54,3224.19,22232.07,585.21,1197.77,0,10440.6,13990.28,78463.58,0,0,0,8181.97,1393.18,139708.85,10952.57,Water,Purchased,264,CCF,11/1/2019,11/30/2019,8/1/2019
E19,Horace Sayford Ford Building (E19),Non-CUP,Office & Mixed Use,SERVICE,AER,MIT,EAST,1920,1964,42.36212904,-71.08795245,OWNED,81,735,150661.42,100262.31,39446.54,3224.19,22232.07,585.21,1197.77,0,10440.6,13990.28,78463.58,0,0,0,8181.97,1393.18,139708.85,10952.57,Water,Purchased,225,CCF,2/1/2020,2/29/2020,11/1/2019
E2,Senior House,Non-CUP,Residential,RESIDENT,DHOA,MIT,EAST,1913,1916,42.35995565,-71.08686701,OWNED,63.7,312,64847.33,35759.29,18752.08,2693.94,12254.9,0,3625.92,0,289.69,3803.24,450.48,30862.04,0,144,387.16,0,54511.37,10335.96,Water,Purchased,625,CCF,5/1/2019,5/31/2019,2/1/2019
E2,Senior House,Non-CUP,Residential,RESIDENT,DHOA,MIT,EAST,1913,1916,42.35995565,-71.08686701,OWNED,63.7,312,64847.33,35759.29,18752.08,2693.94,12254.9,0,3625.92,0,289.69,3803.24,450.48,30862.04,0,144,387.16,0,54511.37,10335.96,Water,Purchased,1222,CCF,8/1/2019,8/31/2019,5/1/2019
E2,Senior House,Non-CUP,Residential,RESIDENT,DHOA,MIT,EAST,1913,1916,42.35995565,-71.08686701,OWNED,63.7,312,64847.33,35759.29,18752.08,2693.94,12254.9,0,3625.92,0,289.69,3803.24,450.48,30862.04,0,144,387.16,0,54511.37,10335.96,Water,Purchased,1069,CCF,11/1/2019,11/30/2019,8/1/2019
E2,Senior House,Non-CUP,Residential,RESIDENT,DHOA,MIT,EAST,1913,1916,42.35995565,-71.08686701,OWNED,63.7,312,64847.33,35759.29,18752.08,2693.94,12254.9,0,3625.92,0,289.69,3803.24,450.48,30862.04,0,144,387.16,0,54511.37,10335.96,Water,Purchased,1069,CCF,2/1/2020,2/29/2020,11/1/2019
E23,Health Services,Non-CUP,Office & Mixed Use,SERVICE,AER,MIT,EAST,1979,1982,42.36102212,-71.08663216,OWNED,71.1,582,103338.41,62912.97,27310.41,1248.32,17337.53,0,365.63,27559.82,81.54,8724.56,34392.14,0,0,0,513.84,0,90223.38,13115.03,Water,Purchased,695,CCF,5/1/2019,5/31/2019,2/1/2019
E23,Health Services,Non-CUP,Office & Mixed Use,SERVICE,AER,MIT,EAST,1979,1982,42.36102212,-71.08663216,OWNED,71.1,582,103338.41,62912.97,27310.41,1248.32,17337.53,0,365.63,27559.82,81.54,8724.56,34392.14,0,0,0,513.84,0,90223.38,13115.03,Water,Purchased,2.47,CCF,8/1/2019,8/31/2019,5/1/2019
E23,Health Services,Non-CUP,Office & Mixed Use,SERVICE,AER,MIT,EAST,1979,1982,42.36102212,-71.08663216,OWNED,71.1,582,103338.41,62912.97,27310.41,1248.32,17337.53,0,365.63,27559.82,81.54,8724.56,34392.14,0,0,0,513.84,0,90223.38,13115.03,Water,Purchased,1,CCF,11/1/2019,11/30/2019,8/1/2019
E23,Health Services,Non-CUP,Office & Mixed Use,SERVICE,AER,MIT,EAST,1979,1982,42.36102212,-71.08663216,OWNED,71.1,582,103338.41,62912.97,27310.41,1248.32,17337.53,0,365.63,27559.82,81.54,8724.56,34392.14,0,0,0,513.84,0,90223.38,13115.03,Water,Purchased,0.76,CCF,2/1/2020,2/29/2020,11/1/2019
E25,Whitaker College Of Health Sciences & Technology,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,EAST,1979,1982,42.36166876,-71.08694971,OWNED,92.3,565,156676.36,90476.81,47723.7,2137.71,30255.58,4562.75,0,0,46981.23,15330.41,33798.89,0,3626.77,0,1125.1,382.07,138200.51,18475.85,Water,Purchased,1318,CCF,5/1/2019,5/31/2019,2/1/2019
E25,Whitaker College Of Health Sciences & Technology,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,EAST,1979,1982,42.36166876,-71.08694971,OWNED,92.3,565,156676.36,90476.81,47723.7,2137.71,30255.58,4562.75,0,0,46981.23,15330.41,33798.89,0,3626.77,0,1125.1,382.07,138200.51,18475.85,Water,Purchased,4.68,CCF,8/1/2019,8/31/2019,5/1/2019
E25,Whitaker College Of Health Sciences & Technology,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,EAST,1979,1982,42.36166876,-71.08694971,OWNED,92.3,565,156676.36,90476.81,47723.7,2137.71,30255.58,4562.75,0,0,46981.23,15330.41,33798.89,0,3626.77,0,1125.1,382.07,138200.51,18475.85,Water,Purchased,1,CCF,11/1/2019,11/30/2019,8/1/2019
E25,Whitaker College Of Health Sciences & Technology,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,EAST,1979,1982,42.36166876,-71.08694971,OWNED,92.3,565,156676.36,90476.81,47723.7,2137.71,30255.58,4562.75,0,0,46981.23,15330.41,33798.89,0,3626.77,0,1125.1,382.07,138200.51,18475.85,Water,Purchased,1.44,CCF,2/1/2020,2/29/2020,11/1/2019
E40,The Muckley Building,Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,EAST,1930,1969,42.36116319,-71.08485302,OWNED,64.5,527,106747.05,72768.64,23592.62,2508.54,9292.13,2255.57,73.72,0,1776.86,11791.95,64002.71,0,0,0,4659.78,0,96361.26,10385.79,Water,Purchased,154,CCF,5/1/2019,5/31/2019,2/1/2019
E40,The Muckley Building,Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,EAST,1930,1969,42.36116319,-71.08485302,OWNED,64.5,527,106747.05,72768.64,23592.62,2508.54,9292.13,2255.57,73.72,0,1776.86,11791.95,64002.71,0,0,0,4659.78,0,96361.26,10385.79,Water,Purchased,172,CCF,8/1/2019,8/31/2019,5/1/2019
E40,The Muckley Building,Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,EAST,1930,1969,42.36116319,-71.08485302,OWNED,64.5,527,106747.05,72768.64,23592.62,2508.54,9292.13,2255.57,73.72,0,1776.86,11791.95,64002.71,0,0,0,4659.78,0,96361.26,10385.79,Water,Purchased,55,CCF,11/1/2019,11/30/2019,8/1/2019
