BUILDING_NUMBER,BUILDING_NAME_LONG,BUILDING_GROUP_LEVEL1,CLUSTER_NUM,BUILDING_TYPE,BUILDING_USE,SITE,CAMPUS_SECTOR,YEAR_CONST_BEGAN,YEAR_OCCUPIED,LATITUDE_WGS,LONGITUDE_WGS,OWNERSHIP_TYPE,BUILDING_HEIGHT,NUM_OF_ROOMS,EXT_GROSS_AREA,ASSIGNABLE_AREA,NON_ASSIGNABLE_AREA,BLDG_SRV,CIRCULAT,CLASSRMS,GENERAL,HEALTH,LABS,MECHANIC,OFFICES,RESIDENT,SPECIAL,STUDY,SUPPORT,UNCLASS,USEABLE_AREA,STRUCT_AREA,LEVEL3_CATEGORY,LEVEL2_CATEGORY,NUMBER_OF_UNITS,UNIT_OF_MEASURE,START_DATE,END_DATE,START_DATE_USE
3,Richard Cockburn MacLaurin Buildings (3),Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1913,1916,42.35900694,-71.09239741,OWNED,85.5,551,160646.24,103915.31,41124.83,2453.56,28704.74,5999.82,0,0,45727.19,9966.53,50083.22,0,0,799.95,1305.13,0,145040.14,15606.1,Water,Purchased,542,CCF,2/1/2020,2/29/2020,11/1/2019
4,Richard Cockburn MacLaurin Buildings (4),Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1913,1916,42.35944306,-71.09108651,OWNED,79.7,495,162821.54,97550.05,47334.68,4010.57,30380.58,19215.12,203.83,0,32303.32,12943.53,42209.19,0,0,386.05,639.03,2593.51,144884.73,17936.81,Water,Purchased,617,CCF,5/1/2019,5/31/2019,2/1/2019
4,Richard Cockburn MacLaurin Buildings (4),Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1913,1916,42.35944306,-71.09108651,OWNED,79.7,495,162821.54,97550.05,47334.68,4010.57,30380.58,19215.12,203.83,0,32303.32,12943.53,42209.19,0,0,386.05,639.03,2593.51,144884.73,17936.81,Water,Purchased,1092,CCF,8/1/2019,8/31/2019,5/1/2019
4,Richard Cockburn MacLaurin Buildings (4),Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1913,1916,42.35944306,-71.09108651,OWNED,79.7,495,162821.54,97550.05,47334.68,4010.57,30380.58,19215.12,203.83,0,32303.32,12943.53,42209.19,0,0,386.05,639.03,2593.51,144884.73,17936.81,Water,Purchased,841,CCF,11/1/2019,11/30/2019,8/1/2019
4,Richard Cockburn MacLaurin Buildings (4),Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1913,1916,42.35944306,-71.09108651,OWNED,79.7,495,162821.54,97550.05,47334.68,4010.57,30380.58,19215.12,203.83,0,32303.32,12943.53,42209.19,0,0,386.05,639.03,2593.51,144884.73,17936.81,Water,Purchased,549,CCF,2/1/2020,2/29/2020,11/1/2019
5,Pratt School Of Naval Architecture And Marine Engineering,Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1919,1920,42.35870876,-71.09292347,OWNED,70.7,273,80942.35,55029.15,16647.4,1118.12,12045.79,4264.01,1811.86,0,15232.11,3483.49,33721.17,0,0,0,0,0,71676.55,9265.8,Water,Purchased,307,CCF,5/1/2019,5/31/2019,2/1/2019
5,Pratt School Of Naval Architecture And Marine Engineering,Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1919,1920,42.35870876,-71.09292347,OWNED,70.7,273,80942.35,55029.15,16647.4,1118.12,12045.79,4264.01,1811.86,0,15232.11,3483.49,33721.17,0,0,0,0,0,71676.55,9265.8,Water,Purchased,543,CCF,8/1/2019,8/31/2019,5/1/2019
5,Pratt School Of Naval Architecture And Marine Engineering,Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1919,1920,42.35870876,-71.09292347,OWNED,70.7,273,80942.35,55029.15,16647.4,1118.12,12045.79,4264.01,1811.86,0,15232.11,3483.49,33721.17,0,0,0,0,0,71676.55,9265.8,Water,Purchased,418,CCF,11/1/2019,11/30/2019,8/1/2019
5,Pratt School Of Naval Architecture And Marine Engineering,Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1919,1920,42.35870876,-71.09292347,OWNED,70.7,273,80942.35,55029.15,16647.4,1118.12,12045.79,4264.01,1811.86,0,15232.11,3483.49,33721.17,0,0,0,0,0,71676.55,9265.8,Water,Purchased,273,CCF,2/1/2020,2/29/2020,11/1/2019
8,Building 8,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1913,1916,42.35999279,-71.09086392,OWNED,64,257,66165.06,37269.23,21019.22,1386.26,13868.68,1146.17,16.5,0,14786.4,5764.28,20802.58,0,0,0,240.5,277.08,58288.45,7876.61,Water,Purchased,251,CCF,5/1/2019,5/31/2019,2/1/2019
8,Building 8,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1913,1916,42.35999279,-71.09086392,OWNED,64,257,66165.06,37269.23,21019.22,1386.26,13868.68,1146.17,16.5,0,14786.4,5764.28,20802.58,0,0,0,240.5,277.08,58288.45,7876.61,Water,Purchased,444,CCF,8/1/2019,8/31/2019,5/1/2019
8,Building 8,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1913,1916,42.35999279,-71.09086392,OWNED,64,257,66165.06,37269.23,21019.22,1386.26,13868.68,1146.17,16.5,0,14786.4,5764.28,20802.58,0,0,0,240.5,277.08,58288.45,7876.61,Water,Purchased,342,CCF,11/1/2019,11/30/2019,8/1/2019
8,Building 8,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1913,1916,42.35999279,-71.09086392,OWNED,64,257,66165.06,37269.23,21019.22,1386.26,13868.68,1146.17,16.5,0,14786.4,5764.28,20802.58,0,0,0,240.5,277.08,58288.45,7876.61,Water,Purchased,223,CCF,2/1/2020,2/29/2020,11/1/2019
9,Samuel Tak Lee Building,Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1966,1967,42.35974993,-71.09356175,OWNED,83.9,276,77414,38796.37,28428.83,1757.25,18453.34,8162.06,2174.68,0,2778.65,8218.24,24491.32,0,906.54,0,283.12,0,67225.2,10188.8,Water,Purchased,293,CCF,5/1/2019,5/31/2019,2/1/2019
9,Samuel Tak Lee Building,Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1966,1967,42.35974993,-71.09356175,OWNED,83.9,276,77414,38796.37,28428.83,1757.25,18453.34,8162.06,2174.68,0,2778.65,8218.24,24491.32,0,906.54,0,283.12,0,67225.2,10188.8,Water,Purchased,519,CCF,8/1/2019,8/31/2019,5/1/2019
9,Samuel Tak Lee Building,Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1966,1967,42.35974993,-71.09356175,OWNED,83.9,276,77414,38796.37,28428.83,1757.25,18453.34,8162.06,2174.68,0,2778.65,8218.24,24491.32,0,906.54,0,283.12,0,67225.2,10188.8,Water,Purchased,400,CCF,11/1/2019,11/30/2019,8/1/2019
9,Samuel Tak Lee Building,Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1966,1967,42.35974993,-71.09356175,OWNED,83.9,276,77414,38796.37,28428.83,1757.25,18453.34,8162.06,2174.68,0,2778.65,8218.24,24491.32,0,906.54,0,283.12,0,67225.2,10188.8,Water,Purchased,261,CCF,2/1/2020,2/29/2020,11/1/2019
10,Richard Cockburn MacLaurin Buildings (10),Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1913,1916,42.35967738,-71.09201647,OWNED,149.2,571,144463.46,85619.68,42925.23,1476.08,25779.01,5249.28,2419.93,0,9059.75,15670.14,46543.41,0,0,21986.92,360.39,0,128544.91,15918.55,Water,Purchased,547,CCF,5/1/2019,5/31/2019,2/1/2019
10,Richard Cockburn MacLaurin Buildings (10),Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1913,1916,42.35967738,-71.09201647,OWNED,149.2,571,144463.46,85619.68,42925.23,1476.08,25779.01,5249.28,2419.93,0,9059.75,15670.14,46543.41,0,0,21986.92,360.39,0,128544.91,15918.55,Water,Purchased,969,CCF,8/1/2019,8/31/2019,5/1/2019
10,Richard Cockburn MacLaurin Buildings (10),Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1913,1916,42.35967738,-71.09201647,OWNED,149.2,571,144463.46,85619.68,42925.23,1476.08,25779.01,5249.28,2419.93,0,9059.75,15670.14,46543.41,0,0,21986.92,360.39,0,128544.91,15918.55,Water,Purchased,747,CCF,11/1/2019,11/30/2019,8/1/2019
10,Richard Cockburn MacLaurin Buildings (10),Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1913,1916,42.35967738,-71.09201647,OWNED,149.2,571,144463.46,85619.68,42925.23,1476.08,25779.01,5249.28,2419.93,0,9059.75,15670.14,46543.41,0,0,21986.92,360.39,0,128544.91,15918.55,Water,Purchased,488,CCF,2/1/2020,2/29/2020,11/1/2019
11,Homberg Building,Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1927,1928,42.35952201,-71.09277267,OWNED,72.5,189,26777.38,19086.24,4860.08,14,3277.76,0,214.59,0,0,1568.32,16056.74,0,0,0,2814.91,0,23946.32,2831.06,Water,Purchased,101,CCF,5/1/2019,5/31/2019,2/1/2019
11,Homberg Building,Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1927,1928,42.35952201,-71.09277267,OWNED,72.5,189,26777.38,19086.24,4860.08,14,3277.76,0,214.59,0,0,1568.32,16056.74,0,0,0,2814.91,0,23946.32,2831.06,Water,Purchased,180,CCF,8/1/2019,8/31/2019,5/1/2019
11,Homberg Building,Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1927,1928,42.35952201,-71.09277267,OWNED,72.5,189,26777.38,19086.24,4860.08,14,3277.76,0,214.59,0,0,1568.32,16056.74,0,0,0,2814.91,0,23946.32,2831.06,Water,Purchased,138,CCF,11/1/2019,11/30/2019,8/1/2019
11,Homberg Building,Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1927,1928,42.35952201,-71.09277267,OWNED,72.5,189,26777.38,19086.24,4860.08,14,3277.76,0,214.59,0,0,1568.32,16056.74,0,0,0,2814.91,0,23946.32,2831.06,Water,Purchased,90,CCF,2/1/2020,2/29/2020,11/1/2019
12,MIT.Nano,Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,NA,NA,NA,NA,OWNED,0,373,237776.9,94642.14,116676.64,2078.16,43376.18,0,0,0,82617.23,71222.3,10676.35,0,0,0,1348.56,0,211318.78,26458.12,Water,Purchased,1175,CCF,5/1/2019,5/31/2019,2/1/2019
12,MIT.Nano,Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,NA,NA,NA,NA,OWNED,0,373,237776.9,94642.14,116676.64,2078.16,43376.18,0,0,0,82617.23,71222.3,10676.35,0,0,0,1348.56,0,211318.78,26458.12,Water,Purchased,1889,CCF,11/1/2019,11/30/2019,8/1/2019
12,MIT.Nano,Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,NA,NA,NA,NA,OWNED,0,373,237776.9,94642.14,116676.64,2078.16,43376.18,0,0,0,82617.23,71222.3,10676.35,0,0,0,1348.56,0,211318.78,26458.12,Water,Purchased,2367,CCF,2/1/2020,2/29/2020,11/1/2019
13,Vannevar Bush Building,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1963,1965,42.35994386,-71.09255152,OWNED,69.1,578,183539.92,95795.57,72485.61,2522.57,42250.99,2578.22,0,0,60757.54,27712.05,31324.56,0,0,0,741.04,394.21,168281.18,15258.74,Water,Purchased,695,CCF,5/1/2019,5/31/2019,2/1/2019
13,Vannevar Bush Building,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1963,1965,42.35994386,-71.09255152,OWNED,69.1,578,183539.92,95795.57,72485.61,2522.57,42250.99,2578.22,0,0,60757.54,27712.05,31324.56,0,0,0,741.04,394.21,168281.18,15258.74,Water,Purchased,1231,CCF,8/1/2019,8/31/2019,5/1/2019
13,Vannevar Bush Building,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1963,1965,42.35994386,-71.09255152,OWNED,69.1,578,183539.92,95795.57,72485.61,2522.57,42250.99,2578.22,0,0,60757.54,27712.05,31324.56,0,0,0,741.04,394.21,168281.18,15258.74,Water,Purchased,949,CCF,11/1/2019,11/30/2019,8/1/2019
13,Vannevar Bush Building,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1963,1965,42.35994386,-71.09255152,OWNED,69.1,578,183539.92,95795.57,72485.61,2522.57,42250.99,2578.22,0,0,60757.54,27712.05,31324.56,0,0,0,741.04,394.21,168281.18,15258.74,Water,Purchased,619,CCF,2/1/2020,2/29/2020,11/1/2019
14,Charles Hayden Memorial Library,Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1948,1951,42.35918261,-71.089304,OWNED,70.4,89,142706.51,103000.36,38472.27,1934.37,21900.11,3834.1,446.67,0,2351.37,14637.79,36127.61,0,353.65,58478.43,1408.53,0,141472.63,1233.88,Water,Purchased,541,CCF,5/1/2019,5/31/2019,2/1/2019
14,Charles Hayden Memorial Library,Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1948,1951,42.35918261,-71.089304,OWNED,70.4,89,142706.51,103000.36,38472.27,1934.37,21900.11,3834.1,446.67,0,2351.37,14637.79,36127.61,0,353.65,58478.43,1408.53,0,141472.63,1233.88,Water,Purchased,957,CCF,8/1/2019,8/31/2019,5/1/2019
14,Charles Hayden Memorial Library,Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1948,1951,42.35918261,-71.089304,OWNED,70.4,89,142706.51,103000.36,38472.27,1934.37,21900.11,3834.1,446.67,0,2351.37,14637.79,36127.61,0,353.65,58478.43,1408.53,0,141472.63,1233.88,Water,Purchased,737,CCF,11/1/2019,11/30/2019,8/1/2019
14,Charles Hayden Memorial Library,Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1948,1951,42.35918261,-71.089304,OWNED,70.4,89,142706.51,103000.36,38472.27,1934.37,21900.11,3834.1,446.67,0,2351.37,14637.79,36127.61,0,353.65,58478.43,1408.53,0,141472.63,1233.88,Water,Purchased,482,CCF,2/1/2020,2/29/2020,11/1/2019
16,Dorrance Building,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1950,1952,42.36043478,-71.09059277,OWNED,122.9,374,116006.44,57891.59,46843.43,2877.56,28142.23,9231.58,315.74,0,26841.44,15823.64,21165.45,0,0,0,337.38,0,104735.02,11271.42,Water,Purchased,439,CCF,5/1/2019,5/31/2019,2/1/2019
16,Dorrance Building,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1950,1952,42.36043478,-71.09059277,OWNED,122.9,374,116006.44,57891.59,46843.43,2877.56,28142.23,9231.58,315.74,0,26841.44,15823.64,21165.45,0,0,0,337.38,0,104735.02,11271.42,Water,Purchased,778,CCF,8/1/2019,8/31/2019,5/1/2019
16,Dorrance Building,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1950,1952,42.36043478,-71.09059277,OWNED,122.9,374,116006.44,57891.59,46843.43,2877.56,28142.23,9231.58,315.74,0,26841.44,15823.64,21165.45,0,0,0,337.38,0,104735.02,11271.42,Water,Purchased,600,CCF,11/1/2019,11/30/2019,8/1/2019
16,Dorrance Building,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1950,1952,42.36043478,-71.09059277,OWNED,122.9,374,116006.44,57891.59,46843.43,2877.56,28142.23,9231.58,315.74,0,26841.44,15823.64,21165.45,0,0,0,337.38,0,104735.02,11271.42,Water,Purchased,391,CCF,2/1/2020,2/29/2020,11/1/2019
17,Wright Brothers Wind Tunnel,Non-CUP,Lab Dominant,ACADEMIC,AER,MIT,MAIN GROUP,1937,1939,42.360113,-71.09349326,OWNED,22,14,6074.7,4861.22,263.41,29.75,232.4,0,0,0,4861.22,1.26,0,0,0,0,0,0,5124.63,950.07,Water,Purchased,23,CCF,5/1/2019,5/31/2019,2/1/2019
17,Wright Brothers Wind Tunnel,Non-CUP,Lab Dominant,ACADEMIC,AER,MIT,MAIN GROUP,1937,1939,42.360113,-71.09349326,OWNED,22,14,6074.7,4861.22,263.41,29.75,232.4,0,0,0,4861.22,1.26,0,0,0,0,0,0,5124.63,950.07,Water,Purchased,41,CCF,8/1/2019,8/31/2019,5/1/2019
17,Wright Brothers Wind Tunnel,Non-CUP,Lab Dominant,ACADEMIC,AER,MIT,MAIN GROUP,1937,1939,42.360113,-71.09349326,OWNED,22,14,6074.7,4861.22,263.41,29.75,232.4,0,0,0,4861.22,1.26,0,0,0,0,0,0,5124.63,950.07,Water,Purchased,31,CCF,11/1/2019,11/30/2019,8/1/2019
17,Wright Brothers Wind Tunnel,Non-CUP,Lab Dominant,ACADEMIC,AER,MIT,MAIN GROUP,1937,1939,42.360113,-71.09349326,OWNED,22,14,6074.7,4861.22,263.41,29.75,232.4,0,0,0,4861.22,1.26,0,0,0,0,0,0,5124.63,950.07,Water,Purchased,21,CCF,2/1/2020,2/29/2020,11/1/2019
18,Camille Edouard Dreyfus Building,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1967,1969,42.36006975,-71.08982131,OWNED,82.5,529,133732.1,75653.17,41215.37,1290.79,21045.71,0,0,0,64331.73,18878.87,11321.44,0,0,0,0,0,116868.54,16863.56,Water,Purchased,507,CCF,5/1/2019,5/31/2019,2/1/2019
18,Camille Edouard Dreyfus Building,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1967,1969,42.36006975,-71.08982131,OWNED,82.5,529,133732.1,75653.17,41215.37,1290.79,21045.71,0,0,0,64331.73,18878.87,11321.44,0,0,0,0,0,116868.54,16863.56,Water,Purchased,897,CCF,8/1/2019,8/31/2019,5/1/2019
18,Camille Edouard Dreyfus Building,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1967,1969,42.36006975,-71.08982131,OWNED,82.5,529,133732.1,75653.17,41215.37,1290.79,21045.71,0,0,0,64331.73,18878.87,11321.44,0,0,0,0,0,116868.54,16863.56,Water,Purchased,691,CCF,11/1/2019,11/30/2019,8/1/2019
18,Camille Edouard Dreyfus Building,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1967,1969,42.36006975,-71.08982131,OWNED,82.5,529,133732.1,75653.17,41215.37,1290.79,21045.71,0,0,0,64331.73,18878.87,11321.44,0,0,0,0,0,116868.54,16863.56,Water,Purchased,451,CCF,2/1/2020,2/29/2020,11/1/2019
24,Building 24,Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1941,1941,42.3606665,-71.09201464,OWNED,84.1,316,78022.39,49002.07,22154.34,1363.82,16328.18,7775.52,71.33,0,8379.65,4462.34,30204.51,0,0,0,2571.06,0,71156.41,6865.98,Water,Purchased,296,CCF,5/1/2019,5/31/2019,2/1/2019
24,Building 24,Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1941,1941,42.3606665,-71.09201464,OWNED,84.1,316,78022.39,49002.07,22154.34,1363.82,16328.18,7775.52,71.33,0,8379.65,4462.34,30204.51,0,0,0,2571.06,0,71156.41,6865.98,Water,Purchased,523,CCF,8/1/2019,8/31/2019,5/1/2019
24,Building 24,Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1941,1941,42.3606665,-71.09201464,OWNED,84.1,316,78022.39,49002.07,22154.34,1363.82,16328.18,7775.52,71.33,0,8379.65,4462.34,30204.51,0,0,0,2571.06,0,71156.41,6865.98,Water,Purchased,403,CCF,11/1/2019,11/30/2019,8/1/2019
24,Building 24,Non-CUP,Office & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1941,1941,42.3606665,-71.09201464,OWNED,84.1,316,78022.39,49002.07,22154.34,1363.82,16328.18,7775.52,71.33,0,8379.65,4462.34,30204.51,0,0,0,2571.06,0,71156.41,6865.98,Water,Purchased,263,CCF,2/1/2020,2/29/2020,11/1/2019
26,Karl Taylor Compton Laboratories,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1955,1957,42.36085795,-71.09115294,OWNED,78.7,387,133479.58,80363.1,42700.18,2919.16,24971.12,17120.44,0,0,27643.78,14809.9,35219.3,0,0,0,379.58,0,123063.28,10416.3,Water,Purchased,506,CCF,5/1/2019,5/31/2019,2/1/2019
26,Karl Taylor Compton Laboratories,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1955,1957,42.36085795,-71.09115294,OWNED,78.7,387,133479.58,80363.1,42700.18,2919.16,24971.12,17120.44,0,0,27643.78,14809.9,35219.3,0,0,0,379.58,0,123063.28,10416.3,Water,Purchased,895,CCF,8/1/2019,8/31/2019,5/1/2019
26,Karl Taylor Compton Laboratories,Non-CUP,Lab & Mixed Use,ACADEMIC,AER,MIT,MAIN GROUP,1955,1957,42.36085795,-71.09115294,OWNED,78.7,387,133479.58,80363.1,42700.18,2919.16,24971.12,17120.44,0,0,27643.78,14809.9,35219.3,0,0,0,379.58,0,123063.28,10416.3,Water,Purchased,690,CCF,11/1/2019,11/30/2019,8/1/2019
